ped. #,time (s),x (cm),y (cm)
32,259.528526,252.421,60.1405
32,259.561893,257.55,60.1405
32,259.59526,262.68,60.1405
32,259.628627,268.322,59.9695
32,259.661994,272.853,60.397
32,259.695361,278.239,60.6535
32,259.728728,283.027,61.3374
32,259.762095,287.643,61.5084
32,259.795462,291.747,61.8503
32,259.828829,296.877,61.8503
32,259.862196,302.519,61.6794
32,259.895563,307.563,63.1327
32,259.92893,312.693,63.1327
32,259.962297,317.822,63.1327
32,259.995664,322.524,63.5602
32,260.029031,327.654,63.5602
32,260.062398,332.783,63.5602
32,260.095765,337.913,63.5602
32,260.129132,342.615,63.1327
32,260.162499,346.462,62.7053
32,260.195866,351.591,62.7053
32,260.229233,357.148,62.2778
32,260.2626,360.141,61.8503
32,260.295967,365.27,61.8503
32,260.329334,370.57,60.6535
32,260.362701,374.674,60.9954
32,260.396068,378.949,60.1405
32,260.429435,384.078,60.1405
32,260.462802,389.208,60.1405
32,260.496169,394.508,58.9436
32,260.529536,399.638,58.9436
32,260.562903,404.767,58.9436
32,260.59627,409.897,58.9436
32,260.629637,415.026,58.9436
32,260.663004,419.13,59.2856
32,260.696371,424.259,60.1405
32,260.729738,429.389,60.1405
32,260.763105,434.176,59.9695
32,260.796472,437.938,60.9954
32,260.829839,443.922,60.9954
32,260.863206,448.368,60.6535
32,260.896573,453.327,61.8503
32,260.92994,458.255,61.8001
32,260.963307,464.611,62.3633
32,260.996674,469.143,63.1327
32,261.030041,473.845,63.5602
32,261.063408,478.974,63.5602
32,261.096775,484.104,63.5602
32,261.130142,490.943,63.5602
32,261.163509,495.218,63.5602
32,261.196876,500.347,63.5602
32,261.230243,504.622,63.5602
32,261.26361,509.751,63.5602
32,261.296977,514.368,63.7312
32,261.330344,518.3,63.5602
32,261.363711,523.43,63.5602
32,261.397078,527.533,63.9021
32,261.430445,531.979,62.7053
32,261.463812,537.621,62.5343
32,261.497179,542.533,62.3828
32,261.530546,547.577,62.1264
32,261.563913,552.727,61.9911
32,261.59728,558.035,61.8746
32,261.630647,563.449,61.9288
33,261.664014,-602.896,-3.16079
33,261.697381,-597.465,-2.37738
33,261.730748,-592.07,-1.50399
33,261.764115,-586.767,-1.04961
33,261.797482,-581.663,-0.546945
33,261.830849,-574.847,0.940369
33,261.864216,-569.715,1.26909
33,261.897583,-565.632,1.1954
33,261.93095,-561.461,1.15118
33,261.964317,-555.992,0.930077
33,261.997684,-549.492,-2.2685
33,262.031051,-545.984,-0.3523
33,262.064418,-540.088,-2.2685
33,262.097785,-534.959,-3.12341
33,262.131152,-530.171,-1.58456
33,262.164519,-524.187,-2.09751
33,262.197886,-518.921,-3.03498
33,262.231253,-514.264,-3.56561
33,262.26462,-509.458,-4.03729
33,262.297987,-503.669,-3.80735
33,262.331354,-498.197,-5.68817
33,262.364721,-494.777,-5.68817
33,262.398088,-490.161,-2.95243
33,262.431455,-484.518,-3.97833
33,262.464822,-482.125,-2.61046
33,262.498189,-474.259,-3.97833
33,262.531556,-471.182,-2.09751
33,262.564923,-466.309,-1.32808
33,262.59829,-461.332,-0.514437
33,262.631657,-455.451,-2.2685
33,262.665024,-451.059,0.00145445
33,262.698391,-445.962,0.894699
33,262.731758,-439.711,1.45291
33,262.765125,-434.078,1.15118
33,262.798492,-429.804,2.86101
33,262.831859,-425.529,2.86101
33,262.865226,-420.4,3.71593
33,262.898593,-415.27,3.71593
33,262.93196,-410.141,4.57085
33,262.965327,-405.866,3.71593
33,262.998694,-401.591,4.57085
33,263.032061,-396.462,4.57085
33,263.065428,-392.187,4.57085
33,263.098795,-387.058,4.57085
33,263.132162,-381.928,2.86101
33,263.165529,-376.799,2.86101
33,263.198896,-372.385,3.73903
33,263.232263,-367.651,1.23667
33,263.26563,-362.265,2.86101
33,263.298997,-357.991,2.00609
33,263.332364,-353.716,2.00609
33,263.365731,-348.586,2.00609
33,263.399098,-343.457,2.00609
33,263.432465,-338.892,3.39106
33,263.465832,-334.053,2.86101
33,263.499199,-330.055,3.66971
33,263.532566,-324.649,3.71593
33,263.565933,-319.519,3.71593
33,263.5993,-314.39,4.57085
33,263.632667,-310.679,5.10089
33,263.666034,-304.835,3.46447
33,263.699401,-299.856,5.42577
33,263.732768,-294.727,6.28068
33,263.766135,-290.452,7.1356
33,263.799502,-286.177,7.99052
33,263.832869,-281.048,8.84544
33,263.866236,-276.773,8.84544
33,263.899603,-271.644,9.70036
33,263.93297,-266.514,9.70036
33,263.966337,-263.522,7.56306
33,263.999704,-258.735,9.44389
33,264.033071,-254.545,7.99052
33,264.066438,-249.679,10.0949
33,264.099805,-244.576,9.45045
33,264.133172,-239.157,8.84544
33,264.166539,-234.027,8.84544
33,264.199906,-229.753,8.84544
33,264.233273,-224.623,8.84544
33,264.26664,-220.349,8.84544
33,264.300007,-215.219,7.1356
33,264.333374,-210.945,7.1356
33,264.366741,-205.664,5.17431
33,264.400108,-201.284,7.0501
33,264.433475,-197.266,7.1356
33,264.466842,-192.136,7.1356
33,264.500209,-187.625,7.80638
33,264.533576,-183.16,8.41798
33,264.566943,-178.3,8.43772
33,264.60031,-171.184,8.79283
33,264.633677,-169.293,8.43882
33,264.667044,-163.924,8.84544
33,264.700411,-158.795,8.84544
33,264.733778,-154.197,10.2112
33,264.767145,-149.391,10.5553
33,264.800512,-144.261,10.5553
33,264.833879,-139.432,11.3178
33,264.867246,-134.002,12.2651
33,264.900613,-129.727,12.2651
33,264.93398,-126.308,12.2651
33,264.967347,-120.836,11.5812
33,265.000714,-116.989,12.0086
33,265.034081,-112.287,11.5812
33,265.067448,-108.525,11.0682
33,265.100815,-105.79,9.70036
33,265.134182,-99.9369,10.7526
33,265.167549,-97.4116,8.33248
33,265.200916,-91.4035,9.75932
33,265.234283,-87.5712,9.08128
33,265.26765,-82.7924,8.58896
33,265.301017,-79.1163,5.93872
33,265.334384,-74.6708,5.59675
33,265.367751,-68.9428,6.53715
33,265.401118,-65.6086,5.42577
33,265.434485,-60.4791,5.42577
33,265.467852,-55.3496,5.42577
33,265.501219,-49.3652,5.42577
33,265.534586,-45.0906,5.42577
33,265.567953,-41.0662,5.11299
33,265.60132,-36.9573,5.35644
33,265.634687,-31.0248,5.78063
33,265.668054,-25.8298,6.18011
33,265.701421,-22.3598,5.97894
33,265.734788,-18.9269,6.1839
33,265.768155,-15.6814,5.59675
33,265.801522,-11.2058,4.30513
33,265.834889,-4.19816,6.64318
33,265.868256,0.220078,6.28068
33,265.901623,4.14809,5.91099
33,265.93499,7.74334,8.33248
33,265.968357,13.0438,7.99052
33,266.001724,17.4069,9.0518
33,266.035091,22.106,9.01643
33,266.068458,25.8676,7.99052
33,266.101825,31.852,7.99052
33,266.135192,34.8443,7.56306
33,266.168559,40.4012,7.99052
33,266.201926,43.7914,8.49168
33,266.235293,48.6085,8.1615
33,266.26866,53.5669,7.81954
33,266.302027,57.3286,6.62265
33,266.335394,63.484,4.57085
33,266.368761,68.6135,4.57085
33,266.402128,71.8563,5.86797
33,266.435495,76.9563,5.51421
33,266.468862,81.0953,5.25479
33,266.502229,86.3958,4.91281
33,266.535596,91.5253,4.91281
33,266.568963,96.3129,5.59675
33,266.60233,101.271,5.93871
33,266.635697,107.085,4.57085
33,266.669064,110.917,6.10381
33,266.702431,115.929,6.16276
33,266.735798,122.321,5.23954
33,266.769165,127.603,4.57085
33,266.802532,133.587,6.28068
33,266.835899,137.281,5.63094
33,266.869266,140.779,5.97894
33,266.902633,145.727,6.62265
33,266.936,150.243,9.52348
33,266.969367,154.533,9.2729
33,267.002734,160.886,9.84775
33,267.036101,164.364,8.84544
33,267.069468,169.494,8.84544
33,267.102835,174.281,10.3843
33,267.136202,178.898,9.70036
33,267.169569,183.954,10.1573
33,267.202936,189.157,8.84544
33,267.236303,192.96,10.0246
33,267.26967,197.736,10.0541
33,267.303037,201.833,9.64139
33,267.336404,207.965,7.99052
33,267.369771,211.812,7.56306
33,267.403138,218.224,7.1356
33,267.436505,223.354,7.1356
33,267.469872,227.885,8.076
33,267.503239,233.271,8.1615
33,267.536606,238.4,8.1615
33,267.569973,243.53,8.1615
33,267.60334,247.633,9.01642
33,267.636707,252.421,7.99052
33,267.670074,258.405,7.99052
33,267.703441,262.68,7.99052
33,267.736808,266.1,7.99052
33,267.770175,271.229,7.99052
33,267.803542,275.931,7.56306
33,267.836909,280.804,9.35839
33,267.870276,287.472,8.84544
33,267.903643,291.063,10.2133
33,267.93701,296.667,10.8618
33,267.970377,302.861,10.5553
33,268.003744,307.991,10.5553
33,268.037111,313.12,10.5553
33,268.070478,318.25,10.5553
33,268.103845,322.781,11.4957
33,268.137212,327.654,9.70036
33,268.170579,332.079,8.59398
33,268.203946,335.348,8.84544
33,268.237313,339.475,8.78647
33,268.27068,344.752,8.84544
33,268.304047,348.319,8.04948
33,268.337414,353.729,7.56306
33,268.370781,359.029,7.0501
33,268.404148,365.27,5.42577
33,268.437515,368.519,4.91281
33,268.470882,375.529,3.71593
33,268.504249,380.659,3.71593
33,268.537616,386.643,3.71593
33,268.570983,391.772,3.71593
33,268.60435,396.047,3.71593
33,268.637717,402.031,3.71593
33,268.671084,407.161,3.71593
33,268.704451,412.291,3.71593
33,268.737818,415.71,3.71593
33,268.771185,420.84,3.71593
33,268.804552,425.969,3.71593
33,268.837919,430.244,3.71593
33,268.871286,435.373,3.71593
33,268.904653,439.648,3.71593
33,268.93802,444.777,3.71593
33,268.971387,452.472,4.57085
33,269.004754,454.741,6.0505
33,269.038121,458.798,5.59675
33,269.071488,464.013,5.85322
33,269.104855,468.32,4.8339
33,269.138222,475.554,5.42577
33,269.171589,480.684,5.42577
33,269.204956,483.958,5.50642
33,269.238323,489.233,3.71593
33,269.27169,494.363,3.71593
33,269.305057,497.355,1.57864
33,269.338424,502.912,2.00609
33,269.371791,508.041,2.00609
33,269.405158,512.316,0.296259
33,269.438525,518.15,0.547701
33,269.471892,523.43,-1.41358
33,269.505259,528.559,-1.41358
33,269.538626,534.031,-1.58456
33,269.571993,539.292,-1.78185
33,269.60536,544.745,-1.90273
33,269.638727,549.981,-1.85009
33,269.672094,555.142,-1.74595
33,269.705461,560.005,-1.63944
34,269.738828,-601.284,74.4314
34,269.772195,-596.056,74.3663
34,269.805562,-591.124,74.2947
34,269.838929,-585.846,74.1068
34,269.872296,-580.269,73.8192
34,269.905663,-575.14,73.8192
34,269.93903,-569.155,72.9643
34,269.972397,-563.171,72.9643
34,270.005764,-558.041,71.2544
34,270.039131,-552.912,71.2544
34,270.072498,-546.072,71.2544
34,270.105865,-540.943,72.1094
34,270.139232,-535.813,71.2544
34,270.172599,-530.684,71.2544
34,270.205966,-525.554,71.2544
34,270.239333,-520.425,71.2544
34,270.2727,-515.723,72.5368
34,270.306067,-510.593,72.5368
34,270.339434,-505.036,72.9643
34,270.372801,-499.907,72.9643
34,270.406168,-493.922,72.9643
34,270.439535,-487.938,72.9643
34,270.472902,-483.236,73.3917
34,270.506269,-477.679,72.9643
34,270.539636,-472.55,72.9643
34,270.573003,-466.993,75.1016
34,270.60637,-461.863,75.1016
34,270.639737,-456.734,75.1016
34,270.673104,-451.177,75.529
34,270.706471,-446.047,75.529
34,270.739838,-440.8,76.0891
34,270.773205,-435.788,76.384
34,270.806572,-430.659,76.384
34,270.839939,-425.529,76.384
34,270.873306,-420.4,76.384
34,270.906673,-415.27,76.384
34,270.94004,-410.995,74.6741
34,270.973407,-405.011,74.6741
34,271.006774,-400.309,75.1016
34,271.040141,-395.179,75.1016
34,271.073508,-390.477,74.6741
34,271.106875,-385.348,74.6741
34,271.140242,-380.047,74.3322
34,271.173609,-375.089,72.9643
34,271.206976,-371.498,74.3322
34,271.240343,-366.967,74.2467
34,271.27371,-361.41,72.9643
34,271.307077,-356.281,74.6741
34,271.340444,-351.835,75.1871
34,271.373811,-346.877,74.6741
34,271.407178,-341.747,74.6741
34,271.440545,-337.472,74.6741
34,271.473912,-331.488,74.6741
34,271.507279,-326.359,74.6741
34,271.540646,-320.374,74.6741
34,271.574013,-316.271,75.871
34,271.60738,-310.773,76.5155
34,271.640747,-305.499,77.4099
34,271.674114,-300.369,77.4099
34,271.707481,-295.24,77.4099
34,271.740848,-291.307,76.384
34,271.774215,-286.177,76.384
34,271.807582,-281.048,76.384
34,271.840949,-275.918,76.384
34,271.874316,-270.789,76.384
34,271.907683,-265.659,76.384
34,271.94105,-260.53,76.384
34,271.974417,-255.4,76.384
34,272.007784,-250.784,76.5549
34,272.041151,-245.141,75.529
34,272.074518,-240.867,74.6741
34,272.107885,-234.882,74.6741
34,272.141252,-231.463,75.529
34,272.174619,-226.333,74.6741
34,272.207986,-221.204,74.6741
34,272.241353,-216.074,74.6741
34,272.27472,-211.8,74.6741
34,272.308087,-206.67,76.384
34,272.341454,-202.737,75.7
34,272.374821,-197.266,75.529
34,272.408188,-192.478,75.7
34,272.441555,-187.434,76.8114
34,272.474922,-182.732,77.2389
34,272.508289,-177.09,77.4099
34,272.541656,-171.96,77.9228
34,272.575023,-166.66,78.4357
34,272.60839,-161.359,78.0938
34,272.641757,-156.23,78.9487
34,272.675124,-150.758,79.9746
34,272.708491,-145.971,79.8036
34,272.741858,-141.269,79.3762
34,272.775225,-135.712,79.8036
34,272.808592,-130.582,79.8036
34,272.841959,-125.624,80.1456
34,272.875326,-120.323,78.0938
34,272.908693,-116.049,78.0938
34,272.94206,-110.919,78.0938
34,272.975427,-106.132,78.7777
34,273.008794,-101.844,79.0145
34,273.042161,-96.7276,77.4099
34,273.075528,-92.1111,78.0938
34,273.108895,-86.9815,78.0938
34,273.142262,-81.4246,77.6663
34,273.175629,-75.8676,76.384
34,273.208996,-70.7381,76.384
34,273.242363,-65.9506,77.9228
34,273.27573,-61.163,78.6067
34,273.309097,-55.3496,78.0938
34,273.342464,-51.5025,78.5212
34,273.375831,-46.8004,78.0938
34,273.409198,-41.6709,78.0938
34,273.442565,-37.0543,78.7777
34,273.475932,-32.4378,80.1456
34,273.509299,-23.7176,79.8036
34,273.542666,-20.6925,80.3955
34,273.576033,-17.0493,82.7103
34,273.6094,-12.1762,81.9409
34,273.642767,-7.13225,82.1974
34,273.676134,-1.91722,83.6508
34,273.709501,3.29776,83.9072
34,273.742868,7.91434,83.2233
34,273.776235,13.0438,83.2233
34,273.809602,18.1734,84.9331
34,273.842969,23.8158,84.7621
34,273.876336,28.0904,84.7621
34,273.909703,33.2199,84.7621
34,273.94307,38.3494,84.7621
34,273.976437,43.1369,85.2751
34,274.009804,47.7535,84.2492
34,274.043171,52.883,84.2492
34,274.076538,58.1835,85.2751
34,274.109905,63.313,85.2751
34,274.143272,67.9295,84.5912
34,274.176639,73.059,84.5912
34,274.210006,78.1885,83.5653
34,274.243373,83.831,84.4202
34,274.27674,88.9605,84.4202
34,274.310107,94.261,84.0782
34,274.343474,99.3906,84.0782
34,274.376841,105.375,84.0782
34,274.410208,109.65,84.9331
34,274.443575,115.207,84.5057
34,274.476942,120.336,84.5057
34,274.510309,124.867,85.2751
34,274.543676,129.997,85.2751
34,274.577043,135.725,84.5057
34,274.61041,141.282,84.9331
34,274.643777,146.24,84.5912
34,274.677144,150.686,85.788
34,274.710511,156.841,85.2751
34,274.743878,161.971,85.2751
34,274.777245,167.784,85.788
34,274.810612,172.913,85.788
34,274.843979,178.043,84.9331
34,274.877346,183.6,85.3606
34,274.910713,187.875,85.3606
34,274.94408,193.432,84.0782
34,274.977447,198.561,84.0782
34,275.010814,203.691,84.0782
34,275.044181,208.82,83.2233
34,275.077548,213.95,83.2233
34,275.110915,219.079,83.2233
34,275.144282,224.209,83.2233
34,275.177649,230.193,82.3684
34,275.211016,234.981,82.1974
34,275.244383,240.281,82.7104
34,275.27775,245.582,82.3684
34,275.311117,250.711,81.5135
34,275.344484,255.841,83.2233
34,275.377851,260.97,83.2233
34,275.411218,266.1,83.2233
34,275.444585,271.229,82.3684
34,275.477952,276.359,82.3684
34,275.511319,281.488,83.2233
34,275.544686,287.472,83.2233
34,275.578053,291.747,83.2233
34,275.61142,297.732,83.2233
34,275.644787,302.861,83.2233
34,275.678154,307.991,84.0782
34,275.711521,314.317,84.2492
34,275.744888,319.446,84.2492
34,275.778255,325.944,84.0782
34,275.811622,331.073,84.0782
34,275.844989,336.203,83.2233
34,275.878356,341.332,83.2233
34,275.911723,346.462,83.2233
34,275.94509,351.591,83.2233
34,275.978457,356.379,82.5394
34,276.011824,361.337,82.5394
34,276.045191,366.638,82.1974
34,276.078558,371.767,82.1974
34,276.111925,377.239,80.6585
34,276.145292,381.941,81.086
34,276.178659,388.353,80.6585
34,276.212026,393.482,80.6585
34,276.245393,398.612,80.6585
34,276.27876,404.596,80.6585
34,276.312127,409.726,80.6585
34,276.345494,414.855,80.6585
34,276.378861,420.156,81.1715
34,276.412228,425.114,80.6585
34,276.445595,430.244,81.5135
34,276.478962,435.202,81.8554
34,276.512329,440.503,81.5135
34,276.545696,445.632,81.5135
34,276.579063,452.472,82.3684
34,276.61243,457.117,83.2072
34,276.645797,462.731,84.0782
34,276.679164,466.578,85.3606
34,276.712531,473.417,83.6508
34,276.745898,479.402,84.5057
34,276.779265,484.959,84.0782
34,276.812632,490.943,84.0782
34,276.845999,496.927,84.9331
34,276.879366,502.057,84.0782
34,276.912733,507.186,84.0782
34,276.9461,512.829,84.7621
34,276.979467,518.3,84.0782
34,277.012834,523.43,84.0782
34,277.046201,528.559,84.0782
34,277.079568,532.834,83.2233
34,277.112935,538.391,82.7958
34,277.146302,544.066,82.4585
34,277.179669,549.678,82.2613
34,277.213036,555.165,82.2612
34,277.246403,560.571,82.3474
35,277.27977,-603.374,4.88362
35,277.313137,-598.373,5.18816
35,277.346504,-593.314,5.29958
35,277.379871,-588.328,5.39151
35,277.413238,-583.569,5.44075
35,277.446605,-578.559,5.42577
35,277.479972,-572.575,5.42577
35,277.513339,-568.3,5.42577
35,277.546706,-563.171,5.42577
35,277.580073,-558.041,5.42577
35,277.61344,-552.681,4.89433
35,277.646807,-546.927,4.57085
35,277.680174,-541.798,3.71593
35,277.713541,-537.523,3.71593
35,277.746908,-532.394,3.71593
35,277.780275,-526.409,3.71593
35,277.813642,-521.28,3.71593
35,277.847009,-516.15,4.57085
35,277.880376,-511.448,3.28847
35,277.913743,-506.746,4.57085
35,277.94711,-502.472,4.57085
35,277.980477,-497.513,4.22887
35,278.013844,-493.068,4.57085
35,278.047211,-487.938,4.57085
35,278.080578,-484.689,5.93871
35,278.113945,-476.824,4.57085
35,278.147312,-472.023,5.35999
35,278.180679,-467.42,5.42577
35,278.214046,-462.291,6.28068
35,278.247413,-456.819,6.96461
35,278.28078,-451.861,6.62265
35,278.314147,-447.073,6.79363
35,278.347514,-443.055,6.70814
35,278.380881,-438.182,6.79364
35,278.414248,-434.078,6.28068
35,278.447615,-428.719,6.57661
35,278.480982,-424.247,4.99831
35,278.514349,-419.545,4.57085
35,278.547716,-415.27,4.57085
35,278.581083,-410.141,3.71593
35,278.61445,-405.524,3.88691
35,278.647817,-400.736,2.00609
35,278.681184,-395.607,1.15118
35,278.714551,-391.332,0.296259
35,278.747918,-386.391,-0.165391
35,278.781285,-382.783,-0.558659
35,278.814652,-377.654,-1.41358
35,278.848019,-373.379,-1.41358
35,278.881386,-369.104,-0.558659
35,278.914753,-363.975,-0.558659
35,278.94812,-359.7,-0.558659
35,278.981487,-355.426,-0.558659
35,279.014854,-350.296,-0.558659
35,279.048221,-345.871,0.547714
35,279.081588,-340.892,0.296259
35,279.114955,-336.19,0.723718
35,279.148322,-331.488,1.15118
35,279.181689,-327.213,1.15118
35,279.215056,-322.084,2.00609
35,279.248423,-317.809,2.86101
35,279.28179,-312.68,2.00609
35,279.315157,-308.405,2.86101
35,279.348524,-303.019,3.80141
35,279.381891,-299.001,3.71593
35,279.415258,-294.073,3.66564
35,279.448625,-289.341,3.80141
35,279.481992,-285.322,3.71593
35,279.515359,-281.048,2.86101
35,279.548726,-276.773,2.86101
35,279.582093,-271.644,2.00609
35,279.61546,-266.514,2.00609
35,279.648827,-261.727,1.83511
35,279.682194,-257.11,1.15118
35,279.715561,-251.981,0.296259
35,279.748928,-247.706,1.15118
35,279.782295,-242.929,-0.00548549
35,279.815662,-238.302,0.296259
35,279.849029,-233.173,0.296259
35,279.882396,-228.345,0.648291
35,279.915763,-224.281,0.46724
35,279.94913,-218.639,1.15118
35,279.982497,-215.219,1.15118
35,280.015864,-210.09,1.15118
35,280.049231,-205.513,1.65407
35,280.082598,-201.541,2.00609
35,280.115965,-196.612,1.95581
35,280.149332,-191.935,2.05638
35,280.182699,-187.007,2.86101
35,280.216066,-182.732,2.86101
35,280.249433,-177.261,3.88691
35,280.2828,-172.302,4.22887
35,280.316167,-168.199,3.71593
35,280.349534,-163.069,3.71593
35,280.382901,-157.94,4.57085
35,280.416268,-152.81,4.57085
35,280.449635,-148.707,4.91281
35,280.483002,-144.261,4.57085
35,280.516369,-139.132,4.57085
35,280.549736,-134.002,3.71593
35,280.583103,-129.727,3.71593
35,280.61647,-124.598,3.71593
35,280.649837,-119.981,3.88692
35,280.683204,-116.049,2.86101
35,280.716571,-110.919,2.00609
35,280.749938,-105.448,2.17708
35,280.783305,-100.66,2.00609
35,280.816672,-96.3856,2.00609
35,280.850039,-91.2561,2.00609
35,280.883406,-86.1266,2.00609
35,280.916773,-81.3391,2.17709
35,280.95014,-77.5775,2.00609
35,280.983507,-72.4479,2.86101
35,281.016874,-67.3184,2.86101
35,281.050241,-62.1889,2.86101
35,281.083608,-57.0594,3.71593
35,281.116975,-51.9299,4.57085
35,281.150342,-46.8004,4.57085
35,281.183709,-42.1838,5.59676
35,281.217076,-37.3963,6.28068
35,281.250443,-32.2668,6.28068
35,281.28381,-24.5725,7.1356
35,281.317177,-21.4264,6.93042
35,281.350544,-17.91,7.5778
35,281.383911,-13.1956,7.59593
35,281.417278,-9.18402,7.99052
35,281.450645,-4.05451,7.1356
35,281.484012,1.075,7.99052
35,281.517379,5.00765,6.96462
35,281.550746,9.62417,6.28068
35,281.584113,14.7537,6.28068
35,281.61748,19.8832,6.28068
35,281.650847,24.1578,4.57085
35,281.684214,29.2873,4.57085
35,281.717581,33.5619,3.71593
35,281.750948,39.3754,4.05789
35,281.784315,43.3934,4.14339
35,281.817682,48.9504,3.71593
35,281.851049,53.738,3.54495
35,281.884416,58.3545,3.71593
35,281.917783,62.8001,4.22889
35,281.95115,67.7586,3.71593
35,281.984517,72.0332,4.57085
35,282.017884,77.1627,4.57085
35,282.051251,81.9679,4.95408
35,282.084618,87.0798,5.25479
35,282.117985,91.6963,6.28068
35,282.151352,96.8258,6.28068
35,282.184719,102.468,7.30658
35,282.218086,107.085,7.99052
35,282.251453,112.214,7.99052
35,282.28482,117.857,8.67446
35,282.318187,123.157,8.50348
35,282.351554,128.458,9.70036
35,282.384921,133.416,9.35839
35,282.418288,137.691,9.1874
35,282.451655,142.82,9.1874
35,282.485022,148.121,8.84544
35,282.518389,152.908,8.67446
35,282.551756,157.525,7.99052
35,282.585123,161.8,7.99052
35,282.61849,166.416,7.30658
35,282.651857,171.204,7.1356
35,282.685224,176.333,5.42577
35,282.718591,182.831,5.59675
35,282.751958,187.447,4.57085
35,282.785325,192.577,4.57085
35,282.818692,197.706,4.57085
35,282.852059,201.981,4.57085
35,282.885426,207.11,4.57085
35,282.918793,211.898,5.59676
35,282.95216,216.691,5.86797
35,282.985527,221.644,6.28068
35,283.018894,226.773,6.28068
35,283.052261,231.903,6.28068
35,283.085628,236.177,6.28068
35,283.118995,241.649,6.96462
35,283.152362,246.436,7.99052
35,283.185729,251.566,7.99052
35,283.219096,256.695,7.99052
35,283.252463,261.825,7.99052
35,283.28583,266.613,8.67446
35,283.319197,271.058,9.35838
35,283.352564,275.504,8.84544
35,283.385931,280.254,8.69155
35,283.419298,284.778,8.38812
35,283.452665,290.037,7.99052
35,283.486032,295.167,7.99052
35,283.519399,300.296,7.99052
35,283.552766,305.426,6.28068
35,283.586133,308.845,6.28068
35,283.6195,313.975,5.42577
35,283.652867,319.446,5.25479
35,283.686234,324.234,4.57085
35,283.719601,329.363,4.57085
35,283.752968,333.638,4.57085
35,283.786335,339.622,4.57085
35,283.819702,344.752,4.57085
35,283.853069,349.027,4.57085
35,283.886436,354.498,5.25479
35,283.919803,359.032,5.44957
35,283.95317,363.595,5.83504
35,283.986537,368.006,6.62266
35,284.019904,372.109,6.28068
35,284.053271,377.239,6.28068
35,284.086638,382.018,6.67206
35,284.120005,387.498,7.99052
35,284.153372,392.595,8.44631
35,284.186739,397.757,9.70036
35,284.220106,402.886,9.70036
35,284.253473,408.016,9.70036
35,284.28684,413.145,9.70036
35,284.320207,418.275,9.70036
35,284.353574,423.409,9.80226
35,284.386941,428.534,10.5553
35,284.420308,433.314,10.4972
35,284.453675,437.662,10.3931
35,284.487042,442.282,10.1163
35,284.520409,446.257,10.2593
35,284.553776,454.575,8.85792
35,284.587143,456.746,9.70036
35,284.62051,458.801,9.32646
35,284.653877,466.15,7.99052
35,284.687244,471.28,7.99052
35,284.720611,476.409,7.99052
35,284.753978,481.539,7.99052
35,284.787345,486.668,7.99052
35,284.820712,492.653,7.99052
35,284.854079,497.782,8.84544
35,284.887446,503.339,9.2729
35,284.920813,507.87,9.35839
35,284.95418,513.171,9.70036
35,284.987547,517.445,9.70036
35,285.020914,522.525,11.209
35,285.054281,527.277,11.8377
35,285.087648,532.321,12.0941
35,285.121015,537.109,13.12
35,285.154382,543.468,13.1617
35,285.187749,549.103,14.0155
35,285.221116,554.517,14.6727
35,285.254483,559.88,15.2761
36,285.28785,-604.001,11.4071
36,285.321217,-598.843,11.8989
36,285.354584,-593.538,12.3554
36,285.387951,-588.096,13.0057
36,285.421318,-582.788,13.6977
36,285.454685,-575.14,14.8299
36,285.488052,-569.489,16.1227
36,285.521419,-564.881,16.5397
36,285.554786,-559.751,16.5397
36,285.588153,-554.622,17.3946
36,285.62152,-550.347,17.3946
36,285.654887,-545.218,17.3946
36,285.688254,-540.943,18.2495
36,285.721621,-536.241,17.8221
36,285.754988,-531.539,16.5397
36,285.788355,-526.409,16.5397
36,285.821722,-519.57,16.5397
36,285.855089,-515.295,16.5397
36,285.888456,-509.311,15.6848
36,285.921823,-504.181,14.8299
36,285.95519,-499.052,14.8299
36,285.988557,-493.922,13.9749
36,286.021924,-489.648,13.12
36,286.055291,-484.518,12.2651
36,286.088658,-479.574,12.5193
36,286.122025,-474.259,11.4102
36,286.155392,-470.84,11.4102
36,286.188759,-466.565,11.4102
36,286.222126,-461.436,11.4102
36,286.255493,-457.161,11.4102
36,286.28886,-452.886,11.4102
36,286.322227,-447.757,11.4102
36,286.355594,-443.099,12.5894
36,286.388961,-438.182,12.7781
36,286.422328,-433.223,13.12
36,286.455695,-428.265,13.462
36,286.489062,-423.135,13.462
36,286.522429,-418.262,13.5475
36,286.555796,-412.705,13.12
36,286.589163,-407.747,15.1718
36,286.62253,-402.788,15.5138
36,286.655897,-397.83,15.8558
36,286.689264,-393.042,14.8299
36,286.722631,-388.768,15.6848
36,286.755998,-384.493,16.5397
36,286.789365,-379.534,16.8817
36,286.822732,-375.431,15.8558
36,286.856099,-371.327,15.5138
36,286.889466,-365.685,16.5397
36,286.922833,-360.555,16.5397
36,286.9562,-355.939,15.5138
36,286.989567,-349.954,15.8558
36,287.022934,-345.594,16.1122
36,287.056301,-340.465,16.1122
36,287.089668,-334.908,14.8299
36,287.123035,-329.778,14.8299
36,287.156402,-325.504,14.8299
36,287.189769,-320.44,15.356
36,287.223136,-316.1,14.8299
36,287.256503,-311.397,15.2573
36,287.28987,-306.695,15.6848
36,287.323237,-301.908,16.3687
36,287.356604,-296.778,17.2236
36,287.389971,-292.162,16.5397
36,287.423338,-288.742,16.5397
36,287.456705,-283.613,18.2495
