ped. #,time (s),x (cm),y (cm)
13,99.200091,-391.674,34.322
13,99.233458,-386.545,34.322
13,99.266825,-380.416,35.2164
13,99.300192,-375.286,35.2164
13,99.333559,-369.532,35.7754
13,99.366926,-363.804,36.7158
13,99.400293,-358.845,36.2028
13,99.43366,-353.782,36.7289
13,99.467027,-348.757,37.3997
13,99.500394,-343.97,37.2287
13,99.533761,-338.755,36.6303
13,99.567128,-333.625,36.6303
13,99.600495,-328.239,36.5448
13,99.633862,-323.11,36.5448
13,99.667229,-316.954,37.0577
13,99.700596,-311.483,36.3738
13,99.733963,-306.182,36.0318
13,99.76733,-300.711,35.3479
13,99.800697,-294.858,34.6903
13,99.834064,-288.742,32.7831
13,99.867431,-283.613,32.7831
13,99.900798,-278.056,33.2106
13,99.934165,-272.499,33.6381
13,99.967532,-267.646,33.8141
13,100.000899,-262.411,33.98
13,100.034266,-257.965,34.493
13,100.067633,-252.494,34.664
13,100.101,-247.706,34.493
13,100.134367,-242.753,35.0713
13,100.167734,-237.875,34.9204
13,100.201101,-231.463,34.493
13,100.234468,-227.057,36.0055
13,100.267835,-221.033,36.7158
13,100.301202,-215.39,37.3997
13,100.334569,-210.06,37.4115
13,100.367936,-204.618,38.0836
13,100.401303,-199.489,38.0836
13,100.43467,-194.701,37.9126
13,100.468037,-189.572,38.7676
13,100.501404,-184.09,39.3208
13,100.534771,-178.961,39.3208
13,100.568138,-173.705,39.3962
13,100.601505,-168.576,39.3962
13,100.634872,-163.22,39.019
13,100.668239,-157.94,38.7676
13,100.701606,-152.468,38.9385
13,100.734973,-147.168,38.5966
13,100.76834,-141.525,38.4256
13,100.801707,-136.435,38.1099
13,100.835074,-130.78,36.9262
13,100.868441,-125.151,35.8508
13,100.901808,-119.468,34.493
13,100.935175,-115.173,34.6806
13,100.968542,-109.736,34.4272
13,101.001909,-104.54,33.9011
13,101.035276,-99.8053,33.6381
13,101.068643,-94.6758,33.6381
13,101.10201,-89.5463,33.6381
13,101.135377,-84.5676,33.8895
13,101.168744,-79.6644,34.2667
13,101.202111,-75.0127,34.493
13,101.235478,-69.7122,34.151
13,101.268845,-65.1811,34.9204
13,101.302212,-60.0516,34.9204
13,101.335579,-55.218,35.1506
13,101.368946,-49.3652,36.2028
13,101.402313,-44.2357,37.0577
13,101.43568,-39.1061,37.0577
13,101.469047,-34.1739,38.636
13,101.502414,-25.4275,37.9126
13,101.535781,-22.0078,39.6225
13,101.569148,-18.6365,41.5904
13,101.602515,-14.7739,40.7405
13,101.635882,-10.4664,40.9049
13,101.669249,-4.90943,40.4774
13,101.702616,-0.0429617,40.872
13,101.735983,4.92213,40.9049
13,101.76935,9.62417,40.4774
13,101.802717,14.4117,41.1613
13,101.836084,19.0283,40.4774
13,101.869451,23.9868,39.9645
13,101.902818,29.2873,39.6225
13,101.936185,34.2458,39.1095
13,101.969552,38.9544,38.373
13,102.002919,44.1497,37.8469
13,102.036286,49.3449,36.7947
13,102.069653,54.5074,36.6303
13,102.10302,59.5514,36.3738
13,102.136387,64.6809,36.3738
13,102.169754,68.6135,36.2028
13,102.203121,73.3156,36.6303
13,102.236488,77.5901,36.6303
13,102.269855,82.4632,36.7158
13,102.303222,86.5668,37.0577
13,102.336589,91.6963,37.0577
13,102.369956,96.6548,37.3997
13,102.403323,100.673,37.4852
13,102.43669,106.18,37.7115
13,102.470057,110.504,37.0577
13,102.503424,115.207,38.3401
13,102.536791,120.764,38.7676
13,102.570158,125.137,38.4059
13,102.603525,130.628,40.2143
13,102.636892,135.725,40.0499
13,102.670259,141.282,40.4774
13,102.703626,145.753,40.6089
13,102.736993,150.515,40.8194
13,102.77036,155.618,40.3459
13,102.803727,159.662,40.9049
13,102.837094,164.364,40.4774
13,102.870461,169.665,40.1354
13,102.903828,174.794,40.1354
13,102.937195,178.898,39.6225
13,102.970562,183.173,38.7676
13,103.003929,188.131,39.1095
13,103.037296,193.004,39.195
13,103.070663,198.561,37.9126
13,103.10403,203.263,37.4852
13,103.137397,208.393,37.4852
13,103.170764,213.621,37.1235
13,103.204131,218.874,37.3313
13,103.237498,223.945,37.4523
13,103.270865,229.338,37.9126
13,103.304232,233.955,37.2287
13,103.337599,238.742,37.9126
13,103.370966,243.359,38.0836
13,103.404333,248.146,38.7676
13,103.4377,253.447,38.4256
13,103.471067,257.123,39.195
13,103.504434,262.851,38.4256
13,103.537801,267.546,39.1621
13,103.571168,272.084,40.4774
13,103.604535,276.786,40.9049
13,103.637902,282.146,41.2008
13,103.671269,287.131,41.1613
13,103.704636,292.175,42.6147
13,103.738003,297.304,42.6147
13,103.77137,302.348,42.3582
13,103.804737,307.136,42.1872
13,103.838104,312.693,43.4696
13,103.871471,317.822,43.4696
13,103.904838,322.097,43.4696
13,103.938205,326.799,43.8971
13,103.971572,331.501,43.4696
13,104.004939,335.348,42.1872
13,104.038306,340.675,42.3188
13,104.071673,345.607,42.1872
13,104.10504,349.454,41.7598
13,104.138407,354.945,41.0035
13,104.171774,359.627,39.7935
13,104.205141,364.843,40.0499
13,104.238508,369.545,39.6225
13,104.271875,375.956,39.195
13,104.305242,380.659,39.6225
13,104.338609,385.788,39.6225
13,104.371976,390.918,39.6225
13,104.405343,396.047,39.6225
13,104.43871,400.322,40.4774
13,104.472077,405.517,39.9513
13,104.505444,409.726,40.4774
13,104.538811,414,40.4774
13,104.572178,418.702,40.9049
13,104.605545,423.832,40.9049
13,104.638912,428.106,41.7598
13,104.672279,433.236,41.7598
13,104.705646,437.938,42.1872
13,104.739013,447.092,44.9262
13,104.77238,451.617,43.0422
13,104.805747,454.181,43.8971
13,104.839114,461.218,46.5933
13,104.872481,464.572,43.6998
13,104.905848,465.295,43.8971
13,104.939215,472.084,45.4058
13,104.972582,478.547,45.1794
13,105.005949,484.104,44.752
13,105.039316,488.806,45.1794
13,105.072683,493.08,45.1794
13,105.10605,497.585,44.6205
13,105.139417,502.32,44.3574
13,105.172784,506.759,44.3245
13,105.206151,511.888,44.3245
13,105.239518,515.907,43.5551
13,105.272885,521.994,44.1023
13,105.306252,527.31,43.634
13,105.339619,533.097,43.5025
13,105.372986,538.391,43.4696
13,105.406353,543.87,43.5468
13,105.43972,549.282,43.8059
13,105.473087,554.442,44.0674
13,105.506454,559.692,44.3249
14,105.539821,-602.699,-76.025
14,105.573188,-598.007,-76.1235
14,105.606555,-593.392,-76.1121
14,105.639922,-588.305,-76.2045
14,105.673289,-583.457,-76.1638
14,105.706656,-578.388,-76.1334
14,105.740023,-572.746,-77.8432
14,105.77339,-567.274,-77.1593
14,105.806757,-562.145,-77.1593
14,105.840124,-555.477,-75.7914
14,105.873491,-550.775,-75.364
14,105.906858,-545.645,-75.364
14,105.940225,-540.088,-74.0816
14,105.973592,-535.813,-74.0816
14,106.006959,-530.256,-73.6541
14,106.040326,-525.383,-74.5946
14,106.073693,-520.852,-73.6541
14,106.10706,-516.15,-73.2267
14,106.140427,-510.166,-72.3718
14,106.173794,-505.036,-72.3718
14,106.207161,-499.907,-72.3718
14,106.240528,-494.777,-72.3718
14,106.273895,-490.7,-73.0952
14,106.307262,-485.202,-71.8588
14,106.340629,-481.099,-72.3718
14,106.373996,-475.114,-73.2267
14,106.407363,-468.275,-72.3718
14,106.44073,-464.428,-73.6541
14,106.474097,-459.726,-73.2267
14,106.507464,-454.07,-74.1474
14,106.540831,-448.612,-73.2267
14,106.574198,-443.482,-73.2267
14,106.607565,-438.353,-73.2267
14,106.640932,-433.223,-73.2267
14,106.674299,-428.094,-72.3718
14,106.707666,-422.964,-71.5168
14,106.741033,-419.972,-72.7992
14,106.7744,-414.415,-72.3718
14,106.807767,-409.286,-72.3718
14,106.841134,-403.985,-72.0298
14,106.874501,-398.172,-70.6619
14,106.907868,-394.174,-71.6929
14,106.941235,-389.195,-70.2345
14,106.974602,-384.493,-69.807
14,107.007969,-378.509,-68.0972
14,107.041336,-374.747,-67.9262
14,107.074703,-368.933,-68.6101
14,107.10807,-363.975,-66.3873
14,107.141437,-360.384,-68.6101
14,107.174804,-355.426,-66.3873
14,107.208171,-351.579,-68.5246
14,107.241538,-345.167,-68.0972
14,107.274905,-342.175,-68.5246
14,107.308272,-337.472,-68.9521
14,107.341639,-332.343,-68.9521
14,107.375006,-327.213,-68.9521
14,107.408373,-320.374,-68.9521
14,107.44174,-315.245,-69.807
14,107.475107,-311.825,-70.6619
14,107.508474,-306.695,-70.6619
14,107.541841,-301.053,-71.3459
14,107.575208,-295.582,-70.6619
14,107.608575,-291.991,-71.0039
14,107.641942,-285.322,-71.5168
14,107.675309,-281.39,-73.0557
14,107.708676,-276.773,-71.5168
14,107.742043,-271.815,-70.3199
14,107.77541,-266.514,-71.5168
14,107.808777,-262.667,-71.9443
14,107.842144,-257.11,-70.6619
14,107.875511,-251.981,-70.6619
14,107.908878,-246.851,-69.807
14,107.942245,-242.577,-70.6619
14,107.975612,-237.02,-70.2345
14,108.008979,-231.463,-68.0972
14,108.042346,-226.333,-68.0972
14,108.075713,-220.349,-67.2423
14,108.10908,-216.929,-66.3873
14,108.142447,-212.852,-67.1107
14,108.175814,-206.67,-64.6775
14,108.209181,-203.763,-64.5065
14,108.242548,-198.121,-64.6775
14,108.275915,-192.991,-64.6775
14,108.309282,-190.256,-64.1645
14,108.342649,-184.442,-64.6775
14,108.376016,-179.313,-64.6775
14,108.409383,-175.038,-64.6775
14,108.44275,-169.909,-64.6775
14,108.476117,-166.318,-64.1645
14,108.509484,-159.65,-64.6775
14,108.542851,-156.23,-65.5324
14,108.576218,-151.1,-65.5324
14,108.609585,-145.116,-65.5324
14,108.642952,-140.606,-65.2671
14,108.676319,-136.139,-66.8148
14,108.709686,-129.727,-66.3873
14,108.743053,-124.598,-66.3873
14,108.77642,-121.52,-66.5583
14,108.809787,-116.476,-67.6697
14,108.843154,-110.919,-66.3873
14,108.876521,-107.927,-67.6697
14,108.909888,-102.896,-68.0314
14,108.943255,-98.0955,-68.0972
14,108.976622,-93.3934,-68.5246
14,109.009989,-87.8365,-66.3873
14,109.043356,-82.9634,-66.4728
14,109.076723,-77.5775,-66.3873
14,109.11009,-73.7303,-66.8148
14,109.143457,-67.3184,-66.3873
14,109.176824,-62.1889,-65.5324
14,109.210191,-58.9402,-65.1904
14,109.243558,-53.6397,-65.5324
14,109.276925,-48.9377,-65.105
14,109.310292,-42.5258,-63.8226
14,109.343659,-37.3963,-63.8226
14,109.377026,-34.6606,-64.1645
14,109.410393,-28.8471,-64.6775
14,109.44376,-21.5343,-64.1908
14,109.477127,-20.298,-64.6775
14,109.510494,-16.1118,-64.8839
14,109.543861,-12.0119,-65.1378
14,109.577228,-7.04672,-65.9599
14,109.610595,-1.91722,-65.9599
14,109.643962,2.35737,-66.8148
14,109.677329,7.91434,-66.3873
14,109.710696,12.7019,-67.4132
14,109.744063,16.891,-68.5246
14,109.77743,23.3029,-68.9521
14,109.810797,27.15,-70.2345
14,109.844164,31.852,-70.6619
14,109.877531,36.9815,-70.6619
14,109.910898,41.6836,-71.0894
14,109.944265,46.8131,-71.0894
14,109.977632,52.3701,-71.5168
14,110.010999,56.2172,-71.0894
14,110.044366,60.9192,-70.6619
14,110.077733,66.0488,-71.5168
14,110.1111,70.1524,-70.3199
14,110.144467,75.42,-70.4975
14,110.177834,79.5565,-70.3199
14,110.211201,84.002,-70.6619
14,110.244568,89.4735,-69.636
14,110.277935,93.8336,-70.2345
14,110.311302,100.245,-68.9521
14,110.344669,104.454,-68.426
14,110.378036,109.222,-68.5246
14,110.411403,114.352,-68.5246
14,110.44477,119.054,-68.9521
14,110.478137,124.183,-67.2423
14,110.511504,128.971,-67.0713
14,110.544871,134.442,-67.2423
14,110.578238,137.691,-68.4392
14,110.611605,142.991,-67.2423
14,110.644972,148.121,-68.0972
14,110.678339,151.113,-68.5246
14,110.711706,156.243,-68.5246
14,110.745073,161.8,-68.0972
14,110.77844,166.416,-67.9262
14,110.811807,170.349,-68.9521
14,110.845174,175.478,-68.9521
14,110.878541,180.608,-70.6619
14,110.911908,185.737,-69.807
14,110.945275,191.722,-70.6619
14,110.978642,196.851,-71.5168
14,111.012009,201.553,-71.9443
14,111.045376,206.683,-71.9443
14,111.078743,211.812,-71.9443
14,111.11211,216.514,-71.5168
14,111.145477,221.512,-71.3196
14,111.178844,225.491,-71.9443
14,111.212211,230.62,-71.9443
14,111.245578,236.177,-71.5168
14,111.278945,241.136,-71.0039
14,111.312312,245.582,-69.807
14,111.345679,252.421,-68.9521
14,111.379046,257.55,-68.9521
14,111.412413,260.97,-68.9521
14,111.44578,266.527,-68.5246
14,111.479147,272.084,-67.2423
14,111.512514,276.359,-68.0972
14,111.545881,281.488,-67.2423
14,111.579248,286.19,-68.5246
14,111.612615,290.858,-68.3365
14,111.645982,295.594,-68.5246
14,111.679349,300.598,-68.4492
14,111.712716,305.597,-68.6101
14,111.746083,310.555,-68.9521
14,111.77945,315.224,-69.544
14,111.812817,320.301,-69.636
14,111.846184,325.944,-70.6619
14,111.879551,329.705,-70.491
14,111.912918,334.92,-71.9443
14,111.946285,341.076,-71.6023
14,111.979652,345.695,-72.1654
14,112.013019,351.591,-72.3718
14,112.046386,355.866,-73.2267
14,112.079753,362.021,-72.7138
14,112.11312,367.393,-72.5487
14,112.146487,372.522,-72.5487
14,112.179854,377.581,-72.5427
14,112.213221,382.625,-72.2863
14,112.246588,387.793,-72.2539
14,112.279955,392.627,-72.3718
14,112.313322,397.757,-72.3718
14,112.346689,402.886,-72.3718
14,112.380056,408.016,-70.6619
14,112.413423,412.291,-70.6619
14,112.44679,416.736,-69.2941
14,112.480157,422.806,-68.0117
14,112.513524,427.252,-69.3795
14,112.546891,432.809,-67.2423
14,112.580258,437.837,-66.8399
14,112.613625,442.967,-66.8399
14,112.646992,446.421,-66.7161
14,112.680359,454.78,-64.763
14,112.713726,456.746,-66.3873
14,112.747093,461.848,-65.8408
14,112.78046,466.15,-67.2423
14,112.813827,471.28,-65.5324
14,112.847194,476.409,-66.3873
14,112.880561,481.539,-67.2423
14,112.913928,486.497,-66.9003
14,112.947295,492.653,-67.2423
14,112.980662,496.5,-68.5246
14,113.014029,502.057,-68.9521
14,113.047396,508.041,-68.9521
14,113.080763,513.171,-68.9521
14,113.11413,518.728,-70.2345
14,113.147497,525.14,-70.6619
14,113.180864,530.269,-70.6619
14,113.214231,535.399,-70.6619
14,113.247598,540.528,-71.5168
14,113.280965,545.623,-71.7365
14,113.314332,550.613,-71.9816
14,113.347699,555.531,-72.217
14,113.381066,560.441,-72.4025
15,113.414433,-601.613,-28.7316
15,113.4478,-596.344,-28.8465
15,113.481167,-590.92,-29.0637
15,113.514534,-585.615,-29.268
15,113.547901,-580.269,-29.6259
15,113.581268,-574.285,-30.4808
15,113.614635,-569.155,-30.4808
15,113.648002,-564.026,-30.4808
15,113.681369,-558.896,-30.4808
15,113.714736,-553.767,-31.3357
15,113.748103,-548.637,-31.3357
15,113.78147,-543.307,-32.1403
15,113.814837,-538.378,-31.3357
15,113.848204,-534.104,-31.3357
15,113.881571,-529.829,-30.4808
15,113.914938,-523.845,-30.4808
15,113.948305,-519.57,-30.4808
15,113.981672,-514.44,-30.4808
15,114.015039,-508.456,-30.4808
15,114.048406,-503.327,-30.4808
15,114.081773,-497.242,-30.0282
15,114.11514,-492.213,-29.6259
15,114.148507,-487.083,-29.6259
15,114.181874,-484.518,-29.6259
15,114.215241,-480.706,-29.4179
15,114.248608,-471.695,-27.916
15,114.281975,-467.42,-27.0611
15,114.315342,-462.291,-27.0611
15,114.348709,-457.161,-27.0611
15,114.382076,-452.886,-26.2062
15,114.415443,-447.757,-25.3513
15,114.44881,-442.627,-25.3513
15,114.482177,-437.498,-25.3513
15,114.515544,-432.368,-25.3513
15,114.548911,-427.239,-25.3513
15,114.582278,-422.109,-26.2062
15,114.615645,-416.678,-26.5582
15,114.649012,-411.85,-27.0611
15,114.682379,-405.866,-27.0611
15,114.715746,-400.736,-27.0611
15,114.749113,-395.607,-27.916
15,114.78248,-390.477,-27.916
15,114.815847,-385.348,-27.916
15,114.849214,-381.073,-27.916
15,114.882581,-375.089,-27.916
15,114.915948,-369.959,-27.916
15,114.949315,-364.83,-27.0611
15,114.982682,-359.7,-27.0611
15,115.016049,-354.571,-27.0611
15,115.049416,-349.441,-27.0611
15,115.082783,-344.312,-27.0611
15,115.11615,-339.182,-27.0611
15,115.149517,-333.198,-27.0611
15,115.182884,-328.923,-25.3513
15,115.216251,-322.939,-25.3513
15,115.249618,-317.809,-25.3513
15,115.282985,-312.68,-25.3513
15,115.316352,-308.405,-24.4964
15,115.349719,-303.276,-24.4964
15,115.383086,-299.001,-24.4964
15,115.416453,-293.872,-23.6414
15,115.44982,-289.043,-24.4039
15,115.483187,-285.322,-23.6414
15,115.516554,-280.193,-23.6414
15,115.549921,-275.063,-23.6414
15,115.583288,-270.789,-24.4964
15,115.616655,-265.659,-25.3513
15,115.650022,-260.53,-25.3513
15,115.683389,-255.4,-25.3513
15,115.716756,-249.416,-26.2062
15,115.750123,-245.141,-27.0611
15,115.78349,-239.157,-27.0611
15,115.816857,-233.173,-27.0611
15,115.850224,-228.043,-28.7709
15,115.883591,-223.597,-29.1129
15,115.916958,-218.639,-28.7709
15,115.950325,-214.364,-28.7709
15,115.983692,-209.235,-28.7709
15,116.017059,-204.96,-28.7709
15,116.050426,-200.686,-28.7709
15,116.083793,-196.411,-28.7709
15,116.11716,-191.282,-28.7709
15,116.150527,-186.152,-28.7709
15,116.183894,-182.732,-28.7709
15,116.217261,-177.603,-28.7709
15,116.250628,-172.473,-28.7709
15,116.283995,-168.199,-28.7709
15,116.317362,-163.069,-28.7709
15,116.350729,-157.94,-27.0611
15,116.384096,-153.665,-27.0611
15,116.417463,-149.391,-27.0611
15,116.45083,-144.261,-27.0611
15,116.484197,-139.986,-27.0611
15,116.517564,-134.857,-27.0611
15,116.550931,-130.582,-27.0611
15,116.584298,-126.308,-27.0611
15,116.617665,-122.033,-27.0611
15,116.651032,-117.759,-27.0611
15,116.684399,-112.629,-27.0611
15,116.717766,-109.209,-27.0611
15,116.751133,-104.08,-27.0611
15,116.7845,-99.8053,-28.7709
15,116.817867,-95.5307,-28.7709
15,116.851234,-91.2561,-28.7709
15,116.884601,-86.1266,-28.7709
15,116.917968,-80.9971,-29.6259
15,116.951335,-77.5775,-30.4808
15,116.984702,-72.4479,-30.4808
15,117.018069,-67.3184,-30.4808
15,117.051436,-63.8988,-30.4808
15,117.084803,-58.7693,-30.4808
15,117.11817,-53.6397,-30.4808
15,117.151537,-49.3652,-30.4808
15,117.184904,-45.0906,-30.4808
15,117.218271,-39.9611,-30.4808
15,117.251638,-35.6865,-30.4808
15,117.285005,-31.4119,-30.4808
15,117.318372,-24.5725,-30.4808
15,117.351739,-22.0078,-28.7709
15,117.385106,-17.7332,-30.4808
15,117.418473,-13.4586,-28.7709
15,117.45184,-9.18402,-28.7709
15,117.485207,-4.90943,-27.916
15,117.518574,-0.63484,-27.916
15,117.551941,4.49467,-27.0611
15,117.585308,9.62417,-27.0611
15,117.618675,14.1502,-26.0553
15,117.652042,18.1734,-26.2062
15,117.685409,23.3029,-26.2062
15,117.718776,28.4324,-27.0611
15,117.752143,33.5619,-26.2062
15,117.78551,36.9815,-26.2062
15,117.818877,42.1111,-26.2062
15,117.852244,46.3856,-27.0611
15,117.885611,50.6602,-27.0611
15,117.918978,55.7897,-27.0611
15,117.952345,59.2094,-27.0611
15,117.985712,64.3389,-27.916
15,118.019079,67.7586,-28.7709
15,118.052446,72.8881,-28.7709
15,118.085813,77.2482,-27.6596
15,118.11918,81.4373,-28.7709
15,118.152547,86.5668,-28.7709
15,118.185914,89.9865,-28.7709
15,118.219281,95.116,-28.7709
15,118.252648,99.3906,-28.7709
15,118.286015,103.665,-27.916
15,118.319382,108.795,-27.916
15,118.352749,112.214,-27.916
15,118.386116,117.344,-27.0611
15,118.419483,121.618,-27.0611
15,118.45285,126.748,-27.0611
15,118.486217,132.048,-26.7191
15,118.519584,136.152,-27.0611
15,118.552951,141.282,-27.0611
15,118.586318,146.411,-25.3513
15,118.619685,150.686,-25.3513
15,118.653052,155.815,-25.3513
15,118.686419,160.945,-25.3513
15,118.719786,166.074,-25.3513
15,118.753153,170.349,-25.3513
15,118.78652,174.623,-25.3513
15,118.819887,179.753,-25.3513
15,118.853254,184.027,-25.3513
15,118.886621,188.302,-25.3513
15,118.919988,193.432,-26.2062
15,118.953355,197.706,-27.0611
15,118.986722,202.836,-27.0611
15,119.020089,207.965,-27.0611
15,119.053456,212.24,-27.916
15,119.086823,217.369,-28.7709
15,119.12019,221.644,-28.7709
15,119.153557,226.773,-28.7709
15,119.186924,231.903,-28.7709
15,119.220291,237.032,-28.7709
15,119.253658,241.307,-28.7709
15,119.287025,246.436,-28.7709
15,119.320392,250.711,-28.7709
15,119.353759,254.986,-28.7709
15,119.387126,258.405,-28.7709
15,119.420493,263.535,-27.0611
15,119.45386,267.809,-27.0611
15,119.487227,272.084,-27.0611
15,119.520594,276.359,-27.0611
15,119.553961,281.488,-25.3513
15,119.587328,286.618,-25.3513
15,119.620695,290.892,-23.6414
15,119.654062,295.167,-23.6414
15,119.687429,301.664,-22.6155
15,119.720796,305.426,-21.9316
15,119.754163,310.555,-21.9316
15,119.78753,315.685,-21.0767
15,119.820897,321.669,-21.0767
15,119.854264,325.944,-21.0767
15,119.887631,331.073,-21.0767
15,119.920998,335.348,-21.0767
15,119.954365,340.99,-20.9057
15,119.987732,344.752,-21.9316
15,120.021099,349.027,-21.9316
15,120.054466,354.156,-22.7865
15,120.087833,358.431,-23.6414
15,120.1212,363.56,-23.6414
15,120.154567,368.69,-24.4964
15,120.187934,373.819,-25.3513
15,120.221301,378.949,-25.3513
15,120.254668,384.078,-25.3513
15,120.288035,389.208,-25.3513
15,120.321402,394.337,-25.3513
15,120.354769,399.723,-24.5818
15,120.388136,403.741,-24.4964
15,120.421503,408.016,-24.4964
15,120.45487,413.145,-24.4964
15,120.488237,417.42,-24.4964
15,120.521604,422.55,-24.4964
15,120.554971,426.824,-23.6414
15,120.588338,431.099,-23.6414
15,120.621705,436.228,-22.7865
15,120.655072,439.648,-22.7865
15,120.688439,445.632,-22.7865
15,120.721806,450.762,-21.9316
15,120.755173,457.109,-22.3298
15,120.78854,460.848,-21.8259
15,120.821907,465.295,-20.2218
15,120.855274,471.28,-21.0767
15,120.888641,476.409,-21.0767
15,120.922008,481.539,-20.2218
15,120.955375,487.694,-19.7088
15,120.988742,491.798,-20.2218
15,121.022109,496.927,-20.2218
15,121.055476,501.202,-21.0767
15,121.088843,506.331,-21.0767
15,121.12221,510.606,-21.0767
15,121.155577,514.881,-21.0767
15,121.188944,520.01,-22.7865
15,121.222311,525.14,-22.7865
15,121.255678,530.269,-23.6414
15,121.289045,536.46,-23.553
15,121.322412,542.238,-24.4964
15,121.355779,547.273,-24.8315
15,121.389146,552.272,-24.9611
15,121.422513,557.255,-25.0916
15,121.45588,562.012,-25.08
16,121.489247,-600.507,83.3576
16,121.522614,-594.592,83.6102
16,121.555981,-588.921,83.7986
16,121.589348,-582.834,84.0782
16,121.622715,-575.995,84.0782
16,121.656082,-569.155,84.0782
16,121.689449,-564.026,84.0782
16,121.722816,-558.896,84.0782
16,121.756183,-552.912,84.0782
16,121.78955,-546.927,84.0782
16,121.822917,-541.798,83.2233
16,121.856284,-535.813,82.3684
16,121.889651,-530.382,82.0163
16,121.923018,-523.845,81.5135
16,121.956385,-518.715,80.6585
16,121.989752,-512.731,78.9487
16,122.023119,-506.746,78.9487
16,122.056486,-499.907,78.0938
16,122.089853,-494.777,77.2389
16,122.12322,-488.793,75.529
16,122.156587,-484.722,75.0035
16,122.189954,-480.244,73.8192
16,122.223321,-472.55,75.529
16,122.256688,-467.42,75.529
16,122.290055,-462.291,75.529
16,122.323422,-457.161,75.529
16,122.356789,-452.031,75.529
16,122.390156,-446.902,75.529
16,122.423523,-441.772,77.2389
16,122.45689,-434.933,77.2389
16,122.490257,-429.804,77.2389
16,122.523624,-424.674,77.2389
16,122.556991,-419.545,77.2389
16,122.590358,-412.705,78.9487
16,122.623725,-407.576,78.9487
16,122.657092,-402.446,78.9487
16,122.690459,-396.633,79.4617
16,122.723826,-390.477,78.9487
16,122.757193,-385.348,78.9487
16,122.79056,-380.218,78.9487
16,122.823927,-374.234,78.0938
16,122.857294,-369.104,78.0938
16,122.890661,-362.265,77.2389
16,122.924028,-357.136,76.384
16,122.957395,-351.151,76.384
16,122.990762,-344.865,75.8811
16,123.024129,-340.037,74.6741
16,123.057496,-334.053,74.6741
16,123.090863,-328.068,72.9643
16,123.12423,-322.939,72.9643
16,123.157597,-317.809,72.9643
16,123.190964,-312.68,72.9643
16,123.224331,-307.55,72.9643
16,123.257698,-302.421,72.9643
16,123.291065,-297.291,72.9643
16,123.324432,-292.162,74.6741
16,123.357799,-287.032,74.6741
16,123.391166,-281.903,74.6741
16,123.424533,-276.773,74.6741
16,123.4579,-269.934,74.6741
16,123.491267,-264.804,74.6741
16,123.524634,-258.82,74.6741
16,123.558001,-252.858,74.7294
16,123.591368,-247.279,75.1016
16,123.624735,-240.439,75.1016
16,123.658102,-235.042,74.5296
16,123.691469,-229.828,73.7853
16,123.724836,-221.204,74.6741
16,123.758203,-215.219,72.9643
16,123.79157,-210.261,72.4513
16,123.824937,-204.96,72.1094
16,123.858304,-199.611,71.3066
16,123.891671,-193.846,68.6897
16,123.925038,-187.208,68.74
16,123.958405,-182.079,67.7845
16,123.991772,-175.038,66.9799
16,124.025139,-169.251,65.9934
16,124.058506,-163.217,65.3205
16,124.091873,-156.23,65.27
16,124.12524,-150.245,64.4151
16,124.158607,-144.261,65.27
16,124.191974,-139.132,66.1249
16,124.225341,-134.002,66.1249
16,124.258708,-127.163,66.9799
16,124.292075,-123.743,68.6897
16,124.325442,-118.614,68.6897
16,124.358809,-113.484,69.5446
16,124.392176,-109.209,69.5446
16,124.425543,-103.225,70.3995
16,124.45891,-99.9895,70.1628
16,124.492277,-92.966,70.3995
16,124.525644,-87.1525,70.7415
16,124.559011,-81.852,71.2544
16,124.592378,-77.5775,71.2544
16,124.625745,-70.9896,71.1036
16,124.659112,-65.6086,71.2544
16,124.692479,-60.4791,70.3995
16,124.725846,-53.8107,68.3477
16,124.759213,-48.5102,68.6897
16,124.79258,-43.3807,67.8348
16,124.825947,-38.2512,66.9799
16,124.859314,-31.9248,65.441
16,124.892681,-23.403,64.4356
16,124.926048,-17.3913,65.099
16,124.959415,-13.0311,62.2778
16,124.992782,-11.3213,62.2778
16,125.026149,-5.59335,61.3374
16,125.059516,0.220078,60.9954
16,125.092883,5.34959,60.1405
16,125.12625,10.4791,60.1405
16,125.159617,14.6047,60.5659
16,125.192984,19.2554,61.0525
16,125.226351,25.8676,61.8503
16,125.259718,31.4246,62.2778
16,125.293085,36.9815,62.7053
16,125.326452,42.2952,62.9627
16,125.359819,47.6477,63.15
16,125.393186,53.0218,63.2903
16,125.426553,58.0341,63.0939
16,125.45992,63.0863,62.8794
16,125.493287,68.0368,62.8171
16,125.526654,73.0346,62.6212
16,125.560021,78.0886,62.3967
16,125.593388,82.9773,61.8979
16,125.626755,88.0412,61.6464
16,125.660122,93.3669,60.9491
16,125.693489,98.6239,60.509
16,125.726856,103.879,60.0914
16,125.760223,109.059,59.3878
16,125.79359,114.064,58.7394
16,125.826957,119.431,58.188
16,125.860324,124.825,57.7436
16,125.893691,130.234,57.2274
16,125.927058,135.377,56.5185
16,125.960425,140.202,55.5257
16,125.993792,145.059,54.7969
16,126.027159,149.996,54.3797
16,126.060526,154.926,54.3095
16,126.093893,159.781,54.4722
16,126.12726,164.523,54.6937
16,126.160627,169.214,55.139
16,126.193994,173.935,55.3958
16,126.227361,178.761,55.7324
