ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.26693,-499.39,125.29,-1
1,1,0.3003,-494.78,124.26,-1
1,1,0.33367,-488.79,123.4,-1
1,1,0.36703,-483.15,123.58,-1
1,1,0.4004,-478.53,122.55,-1
1,1,0.43377,-472.55,122.55,-1
1,1,0.46713,-466.57,122.55,-1
1,1,0.5005,-461.44,122.55,-1
1,1,0.53387,-458.02,122.55,-1
1,1,0.56723,-452.89,122.55,-1
1,1,0.6006,-446.9,122.55,-1
1,1,0.63397,-442.63,122.55,-1
1,1,0.66733,-437.5,122.55,-1
1,1,0.7007,-432.37,122.55,-1
1,1,0.73407,-424.5,126.31,-1
1,1,0.76743,-421.6,124.94,-1
1,1,0.8008,-413.66,126.37,-1
1,1,0.83417,-409.65,126.32,-1
1,1,0.86753,-403.3,126.82,-1
1,1,0.9009,-399.88,125.97,-1
1,1,0.93427,-392.7,127.51,-1
1,1,0.96763,-388.77,125.11,-1
1,1,1.001,-383.55,127.08,-1
1,1,1.0344,-378.4,126.79,-1
1,1,1.0677,-373.38,125.11,-1
1,1,1.1011,-368.74,127.22,-1
1,1,1.1345,-363.55,124.69,-1
1,1,1.1678,-359.02,124.77,-1
1,1,1.2012,-354.57,124.26,-1
1,1,1.2346,-348.93,124.43,-1
1,1,1.2679,-344.31,122.55,-1
1,1,1.3013,-338.76,122.12,-1
1,1,1.3347,-333.63,122.12,0.28558
1,1,1.368,-328.24,121.35,0.28896
1,1,1.4014,-323.37,120.41,0.29316
1,1,1.4348,-317.98,120.5,0.29389
1,1,1.4681,-312.25,119.56,0.30662
1,1,1.5015,-307.12,119.56,0.31171
1,1,1.5349,-301.99,119.56,0.31845
1,1,1.5682,-298.15,119.13,0.32325
1,1,1.6016,-293.02,119.13,0.32869
1,1,1.635,-287.37,120.16,0.33492
1,1,1.6683,-282.33,120.41,0.34089
1,1,1.7017,-277.2,120.41,0.35018
1,1,1.7351,-270.28,123.58,0.35653
1,1,1.7684,-265.32,123.23,0.36349
1,1,1.8018,-263.1,120.84,0.37613
1,1,1.8352,-257.96,122.55,0.37627
1,1,1.8685,-251.13,120.84,0.38215
1,1,1.9019,-244.02,122.16,0.3944
1,1,1.9353,-240.87,123.4,0.3972
1,1,1.9686,-233.6,122.98,0.41241
1,1,2.002,-230.61,124.26,0.41892
1,1,2.0354,-224.62,124.26,0.42933
1,1,2.0687,-219.49,124.26,0.43737
1,1,2.1021,-214.36,124.26,0.4473
1,1,2.1355,-209.24,124.26,0.45613
1,1,2.1688,-202.79,124.52,0.46688
1,1,2.2022,-197.61,125.29,0.4771
1,1,2.2356,-194.7,124.26,0.48097
1,1,2.2689,-189.57,122.55,0.49011
1,1,2.3023,-183.76,122.21,0.49974
1,1,2.3357,-178.63,122.21,0.50989
1,1,2.369,-173.33,121.69,0.51656
1,1,2.4024,-168.2,120.84,0.52759
1,1,2.4358,-163.07,120.84,0.54313
1,1,2.4691,-157.94,120.84,0.55507
1,1,2.5025,-152.81,120.84,0.56707
1,1,2.5359,-147.68,120.84,0.58143
1,1,2.5692,-142.55,120.84,0.5971
1,1,2.6026,-136.14,121.27,0.61323
1,1,2.636,-131.44,122.55,0.63359
1,1,2.6693,-127.16,122.55,0.64857
1,1,2.7027,-122.03,123.4,0.67231
1,1,2.7361,-117.76,125.11,0.69618
1,1,2.7694,-111.72,126.17,0.72396
1,1,2.8028,-106.46,127.57,0.74328
1,1,2.8362,-101.98,126.62,0.77242
1,1,2.8695,-96.813,128.11,0.79967
1,1,2.9029,-90.869,128.18,0.83094
1,1,2.9363,-85.272,129.39,0.86277
1,1,2.9696,-80.313,129.9,0.89141
1,1,3.003,-75.184,130.76,0.94095
1,1,3.0364,-70.804,132.48,0.99051
1,1,3.0697,-64.754,132.81,1.0241
1,1,3.1031,-60.308,131.61,1.0866
1,1,3.1365,-54.922,132.38,1.1594
