ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.66733,-497.74,35.449,-1
1,1,0.7007,-492.81,36.117,-1
1,1,0.73407,-487.94,37.058,-1
1,1,0.76743,-481.1,37.058,-1
1,1,0.8008,-475.11,38.768,-1
1,1,0.83417,-469.99,38.768,-1
1,1,0.86753,-464,37.913,-1
1,1,0.9009,-458.87,38.768,-1
1,1,0.93427,-453.64,39.17,-1
1,1,0.96763,-446.9,40.477,-1
1,1,1.001,-441.77,40.477,-1
1,1,1.0344,-435.79,40.477,-1
1,1,1.0677,-430.66,40.477,-1
1,1,1.1011,-425.53,40.477,-1
1,1,1.1345,-419.55,40.477,-1
1,1,1.1678,-413.56,40.477,0.15718
1,1,1.2012,-408.43,39.623,0.15748
1,1,1.2346,-403.3,38.768,0.15996
1,1,1.2679,-397.32,38.768,0.16098
1,1,1.3013,-392.44,37.998,0.16654
1,1,1.3347,-386.89,37.571,0.16397
1,1,1.368,-380.22,37.058,0.16844
1,1,1.4014,-375.09,37.058,0.17157
1,1,1.4348,-369.96,37.058,0.17146
1,1,1.4681,-363.12,37.058,0.17529
1,1,1.5015,-358.58,35.808,0.17648
1,1,1.5349,-352.01,37.058,0.17988
1,1,1.5682,-346.88,37.058,0.18226
1,1,1.6016,-340.89,37.058,0.18617
1,1,1.635,-334.91,37.913,0.19136
1,1,1.6683,-329.78,38.768,0.19355
1,1,1.7017,-323.79,38.768,0.19797
1,1,1.7351,-318.56,39.17,0.20011
1,1,1.7684,-311.82,40.477,0.20314
1,1,1.8018,-304.99,40.477,0.20783
1,1,1.8352,-299.86,40.477,0.21425
1,1,1.8685,-294.6,41.99,0.21888
1,1,1.9019,-287.89,43.897,0.22383
1,1,1.9353,-281.9,45.607,0.2296
1,1,1.9686,-276.45,44.128,0.23425
1,1,2.002,-269.93,45.607,0.24059
1,1,2.0354,-263.95,45.607,0.24566
1,1,2.0687,-257.96,45.607,0.25417
1,1,2.1021,-252.84,45.607,0.25898
1,1,2.1355,-246,45.607,0.26761
1,1,2.1688,-240.87,45.607,0.27362
1,1,2.2022,-235.57,44.41,0.28044
1,1,2.2356,-228.9,43.897,0.28455
1,1,2.2689,-223.4,42.696,0.29397
1,1,2.3023,-216.93,42.187,0.30225
1,1,2.3357,-212.23,41.76,0.30676
1,1,2.369,-204.96,40.477,0.31581
1,1,2.4024,-198.98,40.477,0.3237
1,1,2.4358,-192.99,39.623,0.33567
1,1,2.4691,-187.43,40.905,0.34453
1,1,2.5025,-181.88,40.477,0.35706
1,1,2.5359,-175.89,40.477,0.36773
1,1,2.5692,-170.34,41.76,0.37926
1,1,2.6026,-164.78,42.187,0.39143
1,1,2.636,-158.79,40.477,0.40411
1,1,2.6693,-151.96,42.187,0.4157
1,1,2.7027,-146.83,42.187,0.42801
1,1,2.7361,-142.04,43.213,0.44077
