ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.33367,-499.27,-62.16,-1
1,1,0.36703,-494.4,-61.485,-1
1,1,0.4004,-489.3,-60.71,-1
1,1,0.43377,-484.25,-59.893,-1
1,1,0.46713,-479.18,-59.115,-1
1,1,0.5005,-474.37,-58.255,-1
1,1,0.53387,-469.62,-57.6,-1
1,1,0.56723,-464.89,-56.911,-1
1,1,0.6006,-460.16,-56.065,-1
1,1,0.63397,-455.48,-55.394,-1
1,1,0.66733,-450.91,-55.038,-1
1,1,0.7007,-446.25,-54.654,-1
1,1,0.73407,-441.77,-54.48,-1
1,1,0.76743,-436.89,-54.376,-1
1,1,0.8008,-432.39,-54.324,-1
1,1,0.83417,-427.7,-54.533,-1
1,1,0.86753,-423.11,-54.572,-1
1,1,0.9009,-418.36,-54.871,-1
1,1,0.93427,-413.44,-55.074,-1
1,1,0.96763,-408.7,-55.284,-1
1,1,1.001,-403.97,-55.631,-1
1,1,1.0344,-399.1,-55.824,-1
1,1,1.0677,-394.26,-56.206,-1
1,1,1.1011,-389.36,-56.342,-1
1,1,1.1345,-384.4,-56.503,-1
1,1,1.1678,-379.81,-56.421,-1
1,1,1.2012,-375.14,-56.124,-1
1,1,1.2346,-370.54,-55.694,-1
1,1,1.2679,-365.94,-55.005,-1
1,1,1.3013,-361.11,-54.281,-1
1,1,1.3347,-356.53,-53.3,-1
1,1,1.368,-351.87,-52.478,0.40784
1,1,1.4014,-347.24,-51.701,0.40852
1,1,1.4348,-342.37,-50.731,0.40925
1,1,1.4681,-337.68,-50.113,0.4112
1,1,1.5015,-332.87,-49.214,0.41167
1,1,1.5349,-328.19,-48.792,0.41276
1,1,1.5682,-323.72,-48.106,0.4131
1,1,1.6016,-318.92,-47.44,0.41331
1,1,1.635,-314.24,-46.877,0.41352
1,1,1.6683,-309.39,-46.181,0.41289
1,1,1.7017,-304.55,-45.317,0.41205
1,1,1.7351,-299.57,-44.875,0.41037
1,1,1.7684,-294.75,-44.414,0.40911
1,1,1.8018,-289.72,-44.098,0.40735
1,1,1.8352,-284.61,-43.773,0.40611
1,1,1.8685,-279.19,-43.642,0.40424
1,1,1.9019,-273.44,-43.616,0.4039
1,1,1.9353,-267.43,-43.511,0.4034
1,1,1.9686,-261.53,-43.517,0.40375
1,1,2.002,-255.54,-43.4,0.40485
1,1,2.0354,-249.81,-43.202,0.4058
1,1,2.0687,-243.43,-43.305,0.40716
1,1,2.1021,-237.8,-43.003,0.40924
1,1,2.1355,-232.27,-42.651,0.41222
1,1,2.1688,-226.97,-42.429,0.41496
1,1,2.2022,-222.39,-41.899,0.41709
1,1,2.2356,-216.93,-40.74,0.41838
1,1,2.2689,-211.52,-40.786,0.41934
1,1,2.3023,-206.24,-39.994,0.42052
1,1,2.3357,-201.46,-39.159,0.42092
1,1,2.369,-196.88,-38.618,0.4213
1,1,2.4024,-192.46,-38.02,0.42168
1,1,2.4358,-187.9,-37.402,0.42167
1,1,2.4691,-183.59,-37.32,0.4227
1,1,2.5025,-178.85,-36.847,0.4232
1,1,2.5359,-174.42,-36.502,0.42347
1,1,2.5692,-169.61,-36.13,0.424
1,1,2.6026,-165.12,-35.793,0.42366
1,1,2.636,-160.43,-35.328,0.42092
1,1,2.6693,-155.67,-34.946,0.42013
1,1,2.7027,-150.79,-34.483,0.41968
1,1,2.7361,-149,-34.108,0.4187
1,1,2.7694,-145.12,-32.191,0.41703
1,1,2.8028,-139.99,-33.901,0.41444
1,1,2.8362,-133.32,-34.242,0.41369
1,1,2.8695,-129.96,-33.369,0.41388
1,1,2.9029,-124.6,-32.191,0.41603
1,1,2.9363,-119.08,-33.234,0.41987
