ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.4004,-494.78,-119.39,-1
1,1,0.43377,-489.65,-119.39,-1
1,1,0.46713,-484.52,-118.54,-1
1,1,0.5005,-478.94,-118.64,-1
1,1,0.53387,-473.83,-118.11,-1
1,1,0.56723,-469.13,-117.68,-1
1,1,0.6006,-464,-115.97,-1
1,1,0.63397,-458.87,-115.97,-1
1,1,0.66733,-453.74,-115.12,-1
1,1,0.7007,-449.04,-115.55,-1
1,1,0.73407,-444.34,-114.26,-1
1,1,0.76743,-439.21,-114.26,-1
1,1,0.8008,-434.08,-114.26,-1
1,1,0.83417,-429.8,-114.26,-1
1,1,0.86753,-424.67,-114.26,-1
1,1,0.9009,-420.4,-113.41,-1
1,1,0.93427,-415.27,-113.41,-1
1,1,0.96763,-410.14,-114.26,-1
1,1,1.001,-405.01,-114.26,-1
1,1,1.0344,-399.88,-114.26,-1
1,1,1.0677,-394.75,-114.26,-1
1,1,1.1011,-389.62,-115.12,-1
1,1,1.1345,-384.49,-115.12,-1
1,1,1.1678,-379.36,-115.97,-1
1,1,1.2012,-374.23,-115.97,-1
1,1,1.2346,-369.96,-115.97,-1
1,1,1.2679,-364.83,-115.97,-1
1,1,1.3013,-358.85,-115.97,-1
1,1,1.3347,-353.72,-115.97,-1
1,1,1.368,-349.44,-115.97,0.29613
1,1,1.4014,-343.88,-115.55,0.30698
1,1,1.4348,-339.61,-115.55,0.30816
1,1,1.4681,-333.85,-115.07,0.31408
1,1,1.5015,-329.09,-115.46,0.32208
1,1,1.5349,-323.37,-115.55,0.32661
1,1,1.5682,-317.81,-115.12,0.3329
1,1,1.6016,-312.68,-114.26,0.34649
1,1,1.635,-307.55,-114.26,0.3545
1,1,1.6683,-302.85,-113.83,0.35946
1,1,1.7017,-298.25,-112.92,0.3679
1,1,1.7351,-293.87,-111.7,0.3763
1,1,1.7684,-289.6,-111.7,0.38295
1,1,1.8018,-284.47,-110.84,0.3885
1,1,1.8352,-280.19,-110.84,0.39702
1,1,1.8685,-275.82,-110.39,0.40423
1,1,1.9019,-271.19,-110.09,0.41214
1,1,1.9353,-266.51,-109.99,0.41871
1,1,1.9686,-262.15,-110.25,0.42668
1,1,2.002,-257.96,-109.99,0.43458
1,1,2.0354,-252.84,-110.84,0.4506
1,1,2.0687,-249.42,-110.84,0.455
1,1,2.1021,-243.43,-110.84,0.46568
1,1,2.1355,-239.16,-110.84,0.47772
1,1,2.1688,-234.03,-111.7,0.4868
1,1,2.2022,-228.9,-112.55,0.50144
1,1,2.2356,-225.48,-112.55,0.51208
1,1,2.2689,-220.43,-113.15,0.52143
1,1,2.3023,-215.22,-113.41,0.53614
1,1,2.3357,-210.94,-114.26,0.54609
1,1,2.369,-205.82,-114.26,0.56014
1,1,2.4024,-200.69,-114.26,0.57307
1,1,2.4358,-197.27,-114.26,0.58906
1,1,2.4691,-192.64,-114.82,0.60019
1,1,2.5025,-188.72,-115.12,0.60717
1,1,2.5359,-183.59,-114.26,0.62661
1,1,2.5692,-179.31,-115.12,0.64093
1,1,2.6026,-175.4,-115.02,0.6547
1,1,2.636,-170.76,-114.26,0.67534
1,1,2.6693,-165.63,-114.26,0.6947
1,1,2.7027,-161.36,-114.26,0.70935
1,1,2.7361,-157.09,-114.26,0.72932
1,1,2.7694,-151.96,-114.26,0.74529
1,1,2.8028,-147.68,-114.26,0.76521
1,1,2.8362,-143.41,-112.55,0.78789
1,1,2.8695,-137.42,-112.55,0.80199
1,1,2.9029,-133.15,-112.55,0.83173
1,1,2.9363,-128.87,-112.55,0.85003
1,1,2.9696,-123.74,-112.55,0.86385
1,1,3.003,-118.61,-112.55,0.89797
1,1,3.0364,-114.34,-112.55,0.91111
1,1,3.0697,-110.06,-112.55,0.93036
1,1,3.1031,-104.94,-113.41,0.9477
1,1,3.1365,-100.66,-114.26,0.95975
1,1,3.1698,-96.386,-114.26,0.93802
1,1,3.2032,-91.256,-114.26,0.89757
1,1,3.2366,-86.725,-115.03,0.87129
1,1,3.2699,-81.852,-115.97,0.77743
1,1,3.3033,-77.578,-115.97,0.66729
1,1,3.3367,-72.448,-115.97,0.60521
1,1,3.37,-67.187,-116.63,0.58125
1,1,3.4034,-63.044,-117.68,0.57126
1,1,3.4368,-57.914,-117.68,0.56359
1,1,3.4701,-51.93,-117.68,0.56289
1,1,3.5035,-47.57,-117.08,0.57061
1,1,3.5369,-42.355,-117.17,0.57816
1,1,3.5702,-37.396,-116.83,0.57984
1,1,3.6036,-31.412,-115.97,0.60054
1,1,3.637,-27.992,-115.97,0.61042
1,1,3.6703,-21.528,-115.26,0.62933
1,1,3.7037,-17.904,-115.63,0.63427
1,1,3.7371,-12.604,-114.26,0.65982
1,1,3.7704,-9.184,-114.26,0.67351
1,1,3.8038,-4.0545,-114.26,0.68956
1,1,3.8372,1.9299,-112.55,0.71185
1,1,3.8705,7.0594,-112.55,0.72029
1,1,3.9039,12.189,-112.55,0.742
1,1,3.9373,16.464,-111.7,0.773
1,1,3.9706,21.593,-110.84,0.79095
1,1,4.004,25.868,-110.84,0.81065
1,1,4.0374,30.997,-110.84,0.83374
1,1,4.0707,36.127,-110.84,0.85574
1,1,4.1041,39.546,-110.84,0.88186
1,1,4.1375,44.676,-110.84,0.9178
1,1,4.1708,48.096,-110.84,0.93356
1,1,4.2042,52.37,-110.84,0.97663
1,1,4.2376,56.645,-111.7,1.0046
1,1,4.2709,60.919,-112.55,1.0195
1,1,4.3043,64.339,-112.55,1.0502
1,1,4.3377,68.614,-112.55,1.0838
1,1,4.371,72.888,-113.41,1.0941
1,1,4.4044,77.163,-114.26,1.1084
1,1,4.4378,81.437,-115.12,1.0735
1,1,4.4711,85.712,-115.97,0.97337
1,1,4.5045,90.841,-116.83,0.80876
1,1,4.5379,95.116,-117.68,0.70573
1,1,4.5712,99.391,-118.54,0.68534
1,1,4.6046,104.52,-119.39,0.69099
1,1,4.638,107.94,-119.39,0.68649
1,1,4.6713,113.07,-119.39,0.68752
1,1,4.7047,118.2,-120.25,0.69379
