ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.3003,-494.78,-115.97,-1
1,1,0.33367,-489.65,-115.97,-1
1,1,0.36703,-484.52,-117.68,-1
1,1,0.4004,-479.39,-117.68,-1
1,1,0.43377,-473.4,-117.68,-1
1,1,0.46713,-468.27,-117.68,-1
1,1,0.5005,-463.14,-117.68,-1
1,1,0.53387,-458.02,-117.68,-1
1,1,0.56723,-452.89,-117.68,-1
1,1,0.6006,-447.76,-117.68,-1
1,1,0.63397,-442.63,-117.68,-1
1,1,0.66733,-436.64,-115.97,-1
1,1,0.7007,-431.51,-115.97,-1
1,1,0.73407,-425.53,-115.97,-1
1,1,0.76743,-420.4,-115.12,-1
1,1,0.8008,-413.56,-114.26,-1
1,1,0.83417,-408.43,-114.26,-1
1,1,0.86753,-401.59,-113.41,-1
1,1,0.9009,-396.46,-112.55,-1
1,1,0.93427,-391.33,-112.55,-1
1,1,0.96763,-385.35,-112.55,-1
1,1,1.001,-379.36,-112.55,-1
1,1,1.0344,-374.23,-111.7,-1
1,1,1.0677,-369.1,-111.7,-1
1,1,1.1011,-363.98,-112.55,-1
1,1,1.1345,-357.99,-112.55,-1
1,1,1.1678,-352.86,-112.55,-1
1,1,1.2012,-346.88,-112.55,-1
1,1,1.2346,-341.75,-112.55,-1
1,1,1.2679,-334.91,-112.55,-1
1,1,1.3013,-329.78,-112.55,-1
1,1,1.3347,-323.79,-112.55,-1
1,1,1.368,-317.81,-113.41,-1
1,1,1.4014,-312.68,-114.26,-1
1,1,1.4348,-306.69,-114.26,-1
1,1,1.4681,-301.57,-114.26,-1
1,1,1.5015,-295.58,-114.26,-1
1,1,1.5349,-289.6,-114.26,-1
1,1,1.5682,-284.47,-114.26,0.22375
1,1,1.6016,-279.09,-114.11,0.2242
1,1,1.635,-272.5,-112.55,0.22907
1,1,1.6683,-267.37,-112.55,0.23174
1,1,1.7017,-261.38,-112.55,0.23473
1,1,1.7351,-255.4,-112.55,0.23478
1,1,1.7684,-249.42,-110.84,0.23665
1,1,1.8018,-242.58,-110.84,0.23985
1,1,1.8352,-236.59,-110.84,0.24261
1,1,1.8685,-230.61,-110.84,0.24309
1,1,1.9019,-225.48,-109.99,0.24939
1,1,1.9353,-219.49,-109.99,0.25395
1,1,1.9686,-212.65,-110.84,0.25927
1,1,2.002,-207.53,-110.84,0.26355
1,1,2.0354,-201.54,-110.84,0.26901
1,1,2.0687,-196.41,-110.84,0.27389
1,1,2.1021,-190.43,-110.84,0.28078
1,1,2.1355,-185.3,-111.7,0.28385
1,1,2.1688,-179.31,-111.7,0.29135
1,1,2.2022,-173.33,-112.55,0.29723
1,1,2.2356,-167.34,-112.55,0.30257
1,1,2.2689,-161.36,-112.55,0.31098
1,1,2.3023,-155.38,-114.26,0.31814
1,1,2.3357,-149.39,-114.26,0.32394
1,1,2.369,-143.41,-114.26,0.32954
1,1,2.4024,-137.42,-114.26,0.33628
1,1,2.4358,-132.29,-114.26,0.34015
1,1,2.4691,-126.31,-114.26,0.34843
1,1,2.5025,-120.32,-114.26,0.35667
1,1,2.5359,-115.19,-114.26,0.36394
1,1,2.5692,-110.06,-114.26,0.37185
1,1,2.6026,-104.08,-114.26,0.37762
1,1,2.636,-99.101,-112.8,0.38543
1,1,2.6693,-92.966,-112.55,0.39356
1,1,2.7027,-87.837,-112.55,0.40252
1,1,2.7361,-81.852,-112.55,0.41153
1,1,2.7694,-75.013,-112.55,0.42202
1,1,2.8028,-69.883,-112.55,0.43086
1,1,2.8362,-63.899,-112.55,0.43643
1,1,2.8695,-57.914,-112.55,0.44583
1,1,2.9029,-52.785,-112.55,0.45233
1,1,2.9363,-46.8,-112.55,0.45835
1,1,2.9696,-40.816,-112.55,0.4711
1,1,3.003,-34.832,-114.26,0.47828
1,1,3.0364,-29.702,-114.26,0.48685
1,1,3.0697,-22.863,-114.26,0.49302
1,1,3.1031,-18.588,-113.41,0.50693
1,1,3.1365,-15.254,-114.01,0.518
1,1,3.1698,-7.4742,-113.41,0.53472
1,1,3.2032,-2.3447,-115.97,0.54853
1,1,3.2366,2.7848,-116.83,0.56723
1,1,3.2699,8.7693,-117.68,0.58297
1,1,3.3033,13.899,-117.68,0.59813
1,1,3.3367,19.883,-117.68,0.6233
1,1,3.37,25.868,-118.54,0.64814
1,1,3.4034,30.997,-119.39,0.66891
1,1,3.4368,37.837,-119.39,0.69395
1,1,3.4701,42.966,-118.54,0.71987
1,1,3.5035,48.096,-118.54,0.74868
1,1,3.5369,54.08,-118.54,0.78006
1,1,3.5702,59.209,-117.68,0.81703
1,1,3.6036,64.339,-117.68,0.85393
1,1,3.637,70.323,-117.68,0.88817
1,1,3.6703,75.453,-117.68,0.90485
1,1,3.7037,80.582,-117.68,0.90589
1,1,3.7371,87.422,-117.68,0.87642
1,1,3.7704,92.551,-117.68,0.86145
1,1,3.8038,97.681,-117.68,0.85088
1,1,3.8372,104.52,-117.68,0.87747
1,1,3.8705,109.65,-117.68,0.9411
1,1,3.9039,115.63,-117.68,0.98545
1,1,3.9373,120.76,-118.54,1.0104
1,1,3.9706,125.89,-119.39,1.0147
1,1,4.004,131.02,-119.39,1.0041
