ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.43377,-498.28,122.84,-1
1,1,0.46713,-493.3,122.77,-1
1,1,0.5005,-488.27,122.56,-1
1,1,0.53387,-484.52,123.4,-1
1,1,0.56723,-476.82,124.26,-1
1,1,0.6006,-471.35,122.38,-1
1,1,0.63397,-466.82,122.64,-1
1,1,0.66733,-462.29,121.69,-1
1,1,0.7007,-458.93,121.08,-1
1,1,0.73407,-454.23,121.37,-1
1,1,0.76743,-449.61,121.73,-1
1,1,0.8008,-444.94,122.11,-1
1,1,0.83417,-440.37,122.46,-1
1,1,0.86753,-435.61,122.91,-1
1,1,0.9009,-430.98,123.21,-1
1,1,0.93427,-427.24,124.26,-1
1,1,0.96763,-422.11,124.26,-1
1,1,1.001,-416.3,125.46,-1
1,1,1.0344,-411.85,125.11,-1
1,1,1.0677,-408.43,125.97,-1
1,1,1.1011,-403.23,127.2,-1
1,1,1.1345,-398.17,127.68,-1
1,1,1.1678,-393.04,130.24,-1
1,1,1.2012,-389.62,129.39,-1
1,1,1.2346,-384.49,132.81,-1
1,1,1.2679,-379.36,131.95,-1
1,1,1.3013,-375.94,131.95,-1
1,1,1.3347,-370.71,132.41,-1
1,1,1.368,-367.24,132.21,-1
1,1,1.4014,-364.83,132.81,-1
1,1,1.4348,-358.85,131.1,-1
1,1,1.4681,-354.57,130.24,0.36151
1,1,1.5015,-351.15,131.1,0.35969
1,1,1.5349,-345,130.59,0.37
1,1,1.5682,-342.52,130.5,0.37228
1,1,1.6016,-336.62,131.1,0.37556
1,1,1.635,-331.4,131.7,0.37788
1,1,1.6683,-327.21,130.24,0.38294
1,1,1.7017,-322.94,130.24,0.38554
1,1,1.7351,-317.81,130.24,0.38813
1,1,1.7684,-314.39,128.53,0.39207
1,1,1.8018,-309.77,128.71,0.3945
1,1,1.8352,-305.41,128.11,0.39624
1,1,1.8685,-299.32,128.92,0.39976
1,1,1.9019,-295.26,128.56,0.40226
1,1,1.9353,-289.94,129.22,0.40503
1,1,1.9686,-284.13,129.56,0.41209
1,1,2.002,-281.05,129.39,0.41565
1,1,2.0354,-276.26,130.07,0.4197
1,1,2.0687,-271.33,130.36,0.41798
1,1,2.1021,-266.51,130.24,0.4241
1,1,2.1355,-261.38,130.24,0.42552
1,1,2.1688,-258.39,128.96,0.43398
1,1,2.2022,-253.56,129.28,0.4407
1,1,2.2356,-248.56,131.1,0.44751
1,1,2.2689,-243.43,131.95,0.45535
1,1,2.3023,-238.8,132.38,0.46418
1,1,2.3357,-233.93,133.07,0.46675
1,1,2.369,-229.07,133.29,0.47471
1,1,2.4024,-224.22,133.6,0.4823
1,1,2.4358,-219.31,133.7,0.49055
1,1,2.4691,-214.54,133.78,0.49895
1,1,2.5025,-209.95,133.56,0.508
1,1,2.5359,-205.19,133.49,0.51601
1,1,2.5692,-200.69,132.81,0.51997
1,1,2.6026,-194.87,131.44,0.52518
1,1,2.636,-189.14,129.82,0.5341
1,1,2.6693,-184.33,129.55,0.55093
1,1,2.7027,-181.54,131.27,0.56272
1,1,2.7361,-175.04,131.95,0.5629
