ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.26693,-498.36,64.791,-1
1,1,0.3003,-492.89,65.281,-1
1,1,0.33367,-487.3,66.248,-1
1,1,0.36703,-481.3,66.175,-1
1,1,0.4004,-475.87,67.32,-1
1,1,0.43377,-470.65,67.994,-1
1,1,0.46713,-465.71,70.4,-1
1,1,0.5005,-460.49,71.062,-1
1,1,0.53387,-456.07,71.295,-1
1,1,0.56723,-453.55,69.938,-1
1,1,0.6006,-446.9,70.4,-1
1,1,0.63397,-441.94,70.136,-1
1,1,0.66733,-437.17,70.043,-1
1,1,0.7007,-432.23,69.228,-1
1,1,0.73407,-428.95,69.545,-1
1,1,0.76743,-423.82,68.69,-1
1,1,0.8008,-417.83,67.835,-1
1,1,0.83417,-412.3,67.08,-1
1,1,0.86753,-406.91,66.815,-1
1,1,0.9009,-401.93,66.296,-1
1,1,0.93427,-398.17,65.27,-1
1,1,0.96763,-391.33,64.415,-1
1,1,1.001,-386.2,63.56,-1
1,1,1.0344,-381.5,63.988,-1
1,1,1.0677,-380.22,63.56,-1
1,1,1.1011,-373.38,64.415,-1
1,1,1.1345,-367.39,64.415,-1
1,1,1.1678,-362.65,64.412,-1
1,1,1.2012,-360.21,64.045,-1
1,1,1.2346,-355.09,63.975,-1
1,1,1.2679,-350.3,64.415,0.21918
1,1,1.3013,-345.59,63.133,0.22165
1,1,1.3347,-340.57,63.481,0.22181
1,1,1.368,-335.39,63.763,0.22123
1,1,1.4014,-328.92,66.98,0.22357
1,1,1.4348,-323.62,64.928,0.22213
1,1,1.4681,-318.66,66.98,0.2288
1,1,1.5015,-313.1,67.766,0.23209
1,1,1.5349,-308.41,68.395,0.23616
1,1,1.5682,-303.77,68.537,0.25391
1,1,1.6016,-300.71,68.69,0.25063
1,1,1.635,-295.58,68.69,0.25495
1,1,1.6683,-290.45,68.69,0.26589
1,1,1.7017,-286.18,67.835,0.28443
1,1,1.7351,-284.04,67.407,0.29138
1,1,1.7684,-279.46,67.564,0.28908
1,1,1.8018,-274.21,66.125,0.30887
1,1,1.8352,-270.62,65.612,0.31492
1,1,1.8685,-266,65.441,0.32415
1,1,1.9019,-261.38,65.27,0.32391
1,1,1.9353,-255.4,65.27,0.33148
1,1,1.9686,-250.27,64.415,0.34111
1,1,2.002,-246,64.415,0.33462
1,1,2.0354,-240.87,63.56,0.33701
1,1,2.0687,-236.09,63.53,0.34382
1,1,2.1021,-231.58,63.494,0.36204
1,1,2.1355,-227.34,63.633,0.3693
1,1,2.1688,-222.93,63.605,0.37679
1,1,2.2022,-218.68,63.557,0.38449
1,1,2.2356,-214.28,63.525,0.39334
1,1,2.2689,-209.95,63.69,0.40114
1,1,2.3023,-205.5,63.821,0.40332
1,1,2.3357,-201.03,64.368,0.41254
1,1,2.369,-196.4,64.9,0.41665
1,1,2.4024,-191.59,65.758,0.42301
1,1,2.4358,-186.97,66.697,0.43286
1,1,2.4691,-182.52,67.531,0.43942
1,1,2.5025,-177.76,68.51,0.44115
1,1,2.5359,-173.01,69.216,0.45244
1,1,2.5692,-168.48,70.207,0.46159
1,1,2.6026,-163.96,70.76,0.47014
1,1,2.636,-159.52,71.399,0.47809
1,1,2.6693,-155.2,71.652,0.48801
1,1,2.7027,-150.87,72.054,0.49566
1,1,2.7361,-146.53,72.306,0.50518
1,1,2.7694,-142.98,75.102,0.5096
1,1,2.8028,-137.42,73.819,0.51868
1,1,2.8362,-133.32,74.332,0.532
1,1,2.8695,-129.2,73.844,0.54165
1,1,2.9029,-125.28,74.161,0.5545
1,1,2.9363,-119.47,73.819,0.5639
1,1,2.9696,-116.05,73.819,0.57612
1,1,3.003,-111.61,73.867,0.5882
1,1,3.0364,-107.24,75.134,0.61458
1,1,3.0697,-103.22,73.819,0.62897
1,1,3.1031,-98.798,74.241,0.64442
1,1,3.1365,-94.271,75.207,0.65392
1,1,3.1698,-89.955,75.936,0.67278
1,1,3.2032,-85.661,76.758,0.69471
1,1,3.2366,-81.32,77.598,0.71354
1,1,3.2699,-77.38,79.672,0.73684
1,1,3.3033,-73.348,80.537,0.77206
1,1,3.3367,-69.157,81.646,0.80418
1,1,3.37,-64.984,82.659,0.84422
1,1,3.4034,-60.984,83.858,0.87956
1,1,3.4368,-57.059,83.223,0.92176
1,1,3.4701,-52.86,84.754,0.96007
1,1,3.5035,-46.8,85.788,1.0086
1,1,3.5369,-42.637,87.255,1.0473
1,1,3.5702,-38.551,88.71,1.0813
1,1,3.6036,-34.155,89.996,1.1077
1,1,3.637,-29.977,91.231,1.1304
1,1,3.6703,-27.992,95.192,1.157
1,1,3.7037,-25.442,95.893,1.1757
1,1,3.7371,-21.028,96.631,1.2015
1,1,3.7704,-16.878,95.192,1.2191
1,1,3.8038,-12.781,98.199,1.2306
1,1,3.8372,-9.184,97.757,1.2402
1,1,3.8705,-5.189,98.036,1.2619
1,1,3.9039,-1.2934,98.478,1.2886
1,1,3.9373,4.4947,98.612,1.3059
1,1,3.9706,8.7693,98.612,1.3231
1,1,4.004,13.044,98.612,1.3356
1,1,4.0374,17.307,99.059,1.3516
1,1,4.0707,21.697,99.727,1.3865
1,1,4.1041,26.006,100.36,1.4095
1,1,4.1375,31.425,101.6,1.4296
1,1,4.1708,34.417,103.74,1.4568
1,1,4.2042,38.74,104.54,1.4752
1,1,4.2376,42.897,105.47,1.4904
1,1,4.2709,48.096,105.45,1.4874
1,1,4.3043,51.515,104.6,1.5135
1,1,4.3377,56.645,105.45,1.4892
1,1,4.371,59.209,105.45,1.523
1,1,4.4044,66.049,107.16,1.5201
1,1,4.4378,68.614,108.02,1.5216
1,1,4.4711,72.888,109.73,1.539
1,1,4.5045,78.018,110.58,1.5368
1,1,4.5379,82.805,111.27,1.5234
1,1,4.5712,86.567,111.44,1.521
1,1,4.6046,90.499,112.12,1.5046
1,1,4.638,95.116,111.44,1.5134
1,1,4.6713,99.391,111.44,1.5157
1,1,4.7047,103.41,110.56,1.5438
1,1,4.7381,106.23,110.58,1.5634
1,1,4.7714,109.65,108.87,1.5939
1,1,4.8048,114.78,108.87,1.6283
1,1,4.8382,118.03,108.36,1.6699
1,1,4.8715,123.33,109.73,1.7342
1,1,4.9049,126.75,109.73,1.784
1,1,4.9383,131.88,109.73,1.789
1,1,4.9716,135.3,109.73,1.7607
1,1,5.005,140.43,111.44,1.7463
1,1,5.0384,144.7,111.44,1.704
1,1,5.0717,149.43,113.05,1.6306
1,1,5.1051,154.96,113.15,1.5881
1,1,5.1385,159.66,113.95,1.5582
1,1,5.1718,164.15,114.14,1.5133
1,1,5.2052,167.78,114.86,1.4948
1,1,5.2386,172.96,114.58,1.5174
1,1,5.2719,178.04,117.42,1.53
1,1,5.3053,182.32,118.28,1.5411
1,1,5.3387,187.45,118.28,1.5903
1,1,5.372,191.72,118.28,1.634
1,1,5.4054,196,119.13,1.6788
1,1,5.4388,200.27,118.28,1.7356
1,1,5.4721,203.69,119.13,1.769
1,1,5.5055,208.82,117.42,1.7575
1,1,5.5389,213.1,116.57,1.7506
1,1,5.5722,218.22,117.42,1.6433
1,1,5.6056,223.35,117.42,1.5789
1,1,5.639,228.48,117.42,1.4755
1,1,5.6723,233.75,116.67,1.4052
1,1,5.7057,236.18,116.57,1.3108
1,1,5.7391,239.6,115.71,1.2208
1,1,5.7724,244.73,114,1.1582
1,1,5.8058,250.71,114,1.1214
1,1,5.8392,253.28,113.15,1.0842
1,1,5.8725,257.71,113.26,1.0882
1,1,5.9059,261.82,114.86,1.0843
1,1,5.9393,266.1,114.86,1.0843
1,1,5.9726,270.2,112.8,1.1052
1,1,6.006,274.69,113.52,1.1441
1,1,6.0394,279.99,114.46,1.1898
1,1,6.0727,285.76,114.86,1.2485
1,1,6.1061,290.04,115.71,1.3192
1,1,6.1395,294.2,115.68,1.3902
1,1,6.1728,297.73,115.71,1.4799
1,1,6.2062,302.26,115.8,1.5703
1,1,6.2396,307.14,116.57,1.7027
1,1,6.2729,311.41,117.42,1.747
1,1,6.3063,317.57,116.91,1.7656
1,1,6.3397,322.35,117.08,1.7517
1,1,6.373,325.94,118.28,1.7532
1,1,6.4064,332.78,118.28,1.7072
1,1,6.4398,336.03,117.76,1.7136
1,1,6.4731,340.9,118.7,1.6951
1,1,6.5065,345.61,119.13,1.7077
1,1,6.5399,349.03,119.13,1.6977
1,1,6.5732,353.3,117.42,1.6966
1,1,6.6066,358.86,116.14,1.6966
1,1,6.64,361.85,115.71,1.7126
1,1,6.6733,366.13,114.86,1.7602
1,1,6.7067,370.4,116.57,1.7615
1,1,6.7401,374.67,115.71,1.7578
1,1,6.7734,378.09,114.86,1.8521
1,1,6.8068,383.22,114.86,1.8131
1,1,6.8402,388.35,114,1.8319
1,1,6.8735,394.34,114.86,1.7848
1,1,6.9069,399.47,114,1.7913
1,1,6.9403,403.74,114.86,1.7753
1,1,6.9736,407.16,114,1.7793
1,1,7.007,413.14,113.15,1.762
1,1,7.0404,419.13,111.44,1.7533
1,1,7.0737,422.55,112.29,1.7544
1,1,7.1071,426.82,111.44,-1
1,1,7.1405,431.1,111.44,-1
1,1,7.1738,435.37,112.29,-1
1,1,7.2072,440.5,112.29,-1
1,1,7.2406,445.63,112.29,-1
1,1,7.2739,449.91,114,-1
1,1,7.3073,454.1,114.63,-1
1,1,7.3407,460.17,113.15,-1
1,1,7.374,464.89,113.05,-1
1,1,7.4074,470.73,113.65,-1
1,1,7.4408,474.7,114,-1
1,1,7.4741,479.83,113.15,-1
1,1,7.5075,485.13,112.8,-1
1,1,7.5409,489.66,112.47,-1
1,1,7.5742,494.1,111.49,-1
1,1,7.6076,498.64,110.58,-1
2,1,0.3003,-499.01,126.55,-1
2,1,0.33367,-492.21,126.82,-1
2,1,0.36703,-487.94,125.11,-1
2,1,0.4004,-482.81,125.11,-1
2,1,0.43377,-476.82,125.11,-1
2,1,0.46713,-469.99,125.11,-1
2,1,0.5005,-465.41,124.61,-1
2,1,0.53387,-460.58,124.26,-1
2,1,0.56723,-455.45,124.26,-1
2,1,0.6006,-446.9,124.26,-1
2,1,0.63397,-443.48,124.26,-1
2,1,0.66733,-438.94,124.62,-1
2,1,0.7007,-436.37,125.07,-1
2,1,0.73407,-431.73,125.47,-1
2,1,0.76743,-428.09,125.11,-1
2,1,0.8008,-421.25,125.97,-1
2,1,0.83417,-416.13,125.97,-1
2,1,0.86753,-410.81,125.51,-1
2,1,0.9009,-406.72,125.97,-1
2,1,0.93427,-401.59,126.82,-1
2,1,0.96763,-395.49,127.14,-1
2,1,1.001,-389.88,127.59,-1
2,1,1.0344,-385.35,128.53,-1
2,1,1.0677,-380.39,129.16,-1
2,1,1.1011,-375.57,129.24,-1
2,1,1.1345,-370.62,129.5,-1
2,1,1.1678,-365.95,129.36,-1
2,1,1.2012,-361.77,128.63,-1
2,1,1.2346,-355.63,128.58,-1
2,1,1.2679,-352.86,128.53,0.41397
2,1,1.3013,-346.86,126.7,0.42135
2,1,1.3347,-342.07,126.29,0.43399
2,1,1.368,-337.47,126.82,0.46044
2,1,1.4014,-331.49,126.82,0.45375
2,1,1.4348,-326.59,125.39,0.48636
2,1,1.4681,-322.94,125.11,0.48018
2,1,1.5015,-316.56,124.85,0.49104
2,1,1.5349,-312.18,124.56,0.49467
2,1,1.5682,-307.55,124.26,0.45912
2,1,1.6016,-301.57,124.26,0.48645
2,1,1.635,-298.15,124.26,0.48805
2,1,1.6683,-292.76,124.35,0.47173
2,1,1.7017,-287.03,124.26,0.4741
2,1,1.7351,-282.17,124.48,0.47613
2,1,1.7684,-276.77,125.11,0.49471
2,1,1.8018,-272.45,126.62,0.46622
2,1,1.8352,-265.66,125.97,0.4705
2,1,1.8685,-260.59,126.22,0.47671
2,1,1.9019,-255.56,126.52,0.49433
2,1,1.9353,-250.48,126.79,0.49322
