ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0,-498.88,130.76,-1
1,1,0.033367,-494.51,130.86,-1
1,1,0.066733,-489.48,130.76,-1
1,1,0.1001,-484.35,130.76,-1
1,1,0.13347,-479.82,129.82,-1
1,1,0.16683,-474.69,129.82,-1
1,1,0.2002,-468.96,130.76,-1
1,1,0.23357,-463.83,130.76,-1
1,1,0.26693,-458.02,131.1,-1
1,1,0.3003,-452.91,131.43,-1
1,1,0.33367,-447.05,131.35,-1
1,1,0.36703,-441.77,131.1,-1
1,1,0.4004,-436.64,131.1,-1
1,1,0.43377,-431.51,131.1,-1
1,1,0.46713,-426.38,131.1,-1
1,1,0.5005,-421.25,131.1,-1
1,1,0.53387,-416.55,130.67,-1
1,1,0.56723,-410.14,131.1,-1
1,1,0.6006,-404.16,129.39,-1
1,1,0.63397,-399.88,129.39,-1
1,1,0.66733,-393.9,129.39,-1
1,1,0.7007,-388.77,128.53,-1
1,1,0.73407,-382.78,127.68,-1
1,1,0.76743,-376.97,128.02,-1
1,1,0.8008,-371.24,127.25,-1
1,1,0.83417,-366.11,127.25,-1
1,1,0.86753,-360.56,126.82,-1
1,1,0.9009,-355.6,127.17,-1
1,1,0.93427,-350.72,126.4,-1
1,1,0.96763,-345.17,126.82,-1
1,1,1.001,-340.89,127.68,-1
1,1,1.0344,-335.76,127.68,-1
1,1,1.0677,-330.98,128.36,-1
1,1,1.1011,-325.5,126.82,-1
1,1,1.1345,-320.37,126.82,-1
1,1,1.1678,-315.67,127.25,-1
1,1,1.2012,-310.54,127.25,-1
1,1,1.2346,-304.99,127.68,-1
1,1,1.2679,-299.86,127.68,-1
1,1,1.3013,-293.87,128.53,-1
1,1,1.3347,-288.57,129.05,-1
1,1,1.368,-283.44,129.05,-1
1,1,1.4014,-277.63,129.39,-1
1,1,1.4348,-271.47,129.9,-1
1,1,1.4681,-266.51,130.24,-1
1,1,1.5015,-261.38,130.24,-1
1,1,1.5349,-256.26,130.24,-1
1,1,1.5682,-251.13,130.24,-1
1,1,1.6016,-244.29,130.24,-1
1,1,1.635,-239.58,129.82,-1
