ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0,-499.91,131.1,-1
1,1,0.033367,-494.61,130.76,-1
1,1,0.066733,-489.65,131.1,-1
1,1,0.1001,-484.52,131.1,-1
1,1,0.13347,-479.05,130.41,-1
1,1,0.16683,-473.92,130.41,-1
1,1,0.2002,-468.45,129.73,-1
1,1,0.23357,-463.14,128.53,-1
1,1,0.26693,-457.33,128.02,-1
1,1,0.3003,-452.03,126.82,-1
1,1,0.33367,-446.56,127,-1
1,1,0.36703,-440.92,125.97,-1
1,1,0.4004,-435.36,125.54,-1
1,1,0.43377,-429.8,125.11,-1
1,1,0.46713,-424.67,125.97,-1
1,1,0.5005,-418.18,126.14,-1
1,1,0.53387,-411,125.11,-1
1,1,0.56723,-405.87,125.11,-1
1,1,0.6006,-401.59,125.11,-1
1,1,0.63397,-397.06,125.88,-1
1,1,0.66733,-391.33,125.97,-1
1,1,0.7007,-387.06,126.82,-1
1,1,0.73407,-381.07,126.82,-1
1,1,0.76743,-375.43,127,-1
1,1,0.8008,-368.25,127.68,-1
1,1,0.83417,-362.69,128.11,-1
1,1,0.86753,-358.85,126.82,-1
1,1,0.9009,-351.15,129.39,-1
1,1,0.93427,-346.02,129.39,-1
1,1,0.96763,-341.75,128.53,-1
1,1,1.001,-335.76,129.39,-1
1,1,1.0344,-331.49,129.39,-1
1,1,1.0677,-325.5,130.24,-1
1,1,1.1011,-320.37,130.24,-1
1,1,1.1345,-316.17,129.91,-1
1,1,1.1678,-310.12,129.39,-1
1,1,1.2012,-304.99,128.53,-1
1,1,1.2346,-299.86,129.39,-1
1,1,1.2679,-294.73,129.39,-1
1,1,1.3013,-289.6,127.68,-1
1,1,1.3347,-283.61,127.68,-1
1,1,1.368,-278.06,126.4,-1
1,1,1.4014,-272.5,125.97,-1
1,1,1.4348,-266.51,125.97,-1
1,1,1.4681,-261.04,125.29,-1
1,1,1.5015,-255.4,124.26,-1
1,1,1.5349,-248.56,124.26,-1
1,1,1.5682,-243.43,124.26,-1
1,1,1.6016,-237.62,126.31,-1
1,1,1.635,-233.51,126.14,-1
1,1,1.6683,-227.19,125.97,-1
1,1,1.7017,-222.06,125.97,-1
1,1,1.7351,-216.93,125.97,-1
1,1,1.7684,-211.8,125.97,-1
1,1,1.8018,-206.44,126.27,-1
1,1,1.8352,-201.31,126.27,-1
1,1,1.8685,-195.73,127.34,-1
1,1,1.9019,-189.57,127.68,-1
1,1,1.9353,-184.01,127.25,-1
1,1,1.9686,-178.46,127.68,-1
1,1,2.002,-172.47,127.68,-1
1,1,2.0354,-167.34,128.53,-1
1,1,2.0687,-160.93,129.82,-1
1,1,2.1021,-155.38,130.24,-1
1,1,2.1355,-149.82,130.67,-1
1,1,2.1688,-145.54,129.82,-1
1,1,2.2022,-139.99,130.24,-1
1,1,2.2356,-134.43,129.82,-1
1,1,2.2689,-129.73,129.39,-1
1,1,2.3023,-123.06,128.19,-1
1,1,2.3357,-119.07,128.63,-1
1,1,2.369,-113.14,128.71,-1
1,1,2.4024,-107.5,127.68,-1
1,1,2.4358,-102.37,126.82,-1
1,1,2.4691,-97.668,125.54,-1
1,1,2.5025,-91.684,125.54,-1
1,1,2.5359,-84.417,124.26,-1
1,1,2.5692,-78.432,124.26,-1
1,1,2.6026,-73.303,124.26,-1
1,1,2.636,-68.173,123.4,-1
1,1,2.6693,-63.676,124.11,-1
1,1,2.7027,-58.564,123.99,-1
1,1,2.7361,-51.93,123.4,-1
1,1,2.7694,-47.563,123.96,-1
1,1,2.8028,-42.526,124.26,-1
1,1,2.8362,-38.251,124.26,-1
1,1,2.8695,-32.267,124.26,-1
1,1,2.9029,-26.795,125.29,-1
1,1,2.9363,-21.024,125.06,-1
1,1,2.9696,-16.707,125.63,-1
1,1,3.003,-11.679,124.68,-1
1,1,3.0364,-5.7644,125.11,-1
1,1,3.0697,-0.63484,125.11,-1
1,1,3.1031,4.4947,125.97,-1
1,1,3.1365,11.334,125.97,-1
1,1,3.1698,16.891,128.11,-1
1,1,3.2032,21.266,127.7,-1
1,1,3.2366,28.432,129.39,-1
1,1,3.2699,34.417,127.68,-1
1,1,3.3033,36.981,127.68,-1
1,1,3.3367,42.111,127.68,-1
1,1,3.37,47.668,126.4,-1
1,1,3.4034,53.225,126.82,-1
1,1,3.4368,58.184,126.31,-1
1,1,3.4701,63.057,125.54,-1
1,1,3.5035,68.614,124.26,-1
1,1,3.5369,72.888,124.26,-1
1,1,3.5702,80.214,122.93,-1
1,1,3.6036,84.824,122.71,-1
1,1,3.637,90.252,122.31,-1
1,1,3.6703,95.116,122.55,-1
1,1,3.7037,100.25,122.55,-1
1,1,3.7371,106.23,122.55,-1
1,1,3.7704,110.89,122.87,-1
1,1,3.8038,116.49,122.55,-1
1,1,3.8372,121.62,122.55,-1
1,1,3.8705,126.75,122.55,-1
1,1,3.9039,131.88,123.4,-1
1,1,3.9373,137.01,123.4,-1
1,1,3.9706,142.14,123.4,-1
1,1,4.004,147.27,123.4,-1
1,1,4.0374,151.54,123.4,-1
1,1,4.0707,158.38,123.4,-1
1,1,4.1041,162.65,123.4,-1
1,1,4.1375,168.64,123.4,-1
1,1,4.1708,174.62,124.26,-1
1,1,4.2042,180.61,124.26,-1
1,1,4.2376,186.59,124.26,-1
1,1,4.2709,191.72,124.26,-1
1,1,4.3043,195.14,125.11,-1
1,1,4.3377,201.13,125.11,-1
1,1,4.371,206.26,125.11,-1
1,1,4.4044,211.38,125.11,-1
1,1,4.4378,216.34,124.6,-1
1,1,4.4711,221.22,123.83,-1
1,1,4.5045,226.77,122.55,-1
1,1,4.5379,232.16,122.64,-1
1,1,4.5712,237.46,121.27,-1
1,1,4.6046,243.02,120.84,-1
1,1,4.638,248.32,120.5,-1
1,1,4.6713,254.38,119.83,-1
1,1,4.7047,260.46,120.16,-1
1,1,4.7381,266.1,119.13,-1
1,1,4.7714,271.23,119.13,-1
1,1,4.8048,276.7,119.3,-1
1,1,4.8382,281.92,119.56,-1
1,1,4.8715,287.64,119.64,-1
1,1,4.9049,292.18,119.56,-1
1,1,4.9383,297.9,120.5,-1
1,1,4.9716,302.14,120.09,-1
1,1,5.005,307.14,120.84,-1
1,1,5.0384,311.84,120.41,-1
1,1,5.0717,317.05,121.52,-1
1,1,5.1051,321.9,121.96,-1
1,1,5.1385,326.97,122.21,-1
1,1,5.1718,331.93,122.55,-1
1,1,5.2052,336.7,123.43,-1
1,1,5.2386,343.04,124.26,-1
1,1,5.2719,348.6,124.69,-1
1,1,5.3053,352.45,125.97,-1
1,1,5.3387,358.43,125.97,-1
1,1,5.372,365.44,126.48,-1
1,1,5.4054,370.4,125.97,-1
1,1,5.4388,375.1,126.4,-1
1,1,5.4721,380.49,126.31,-1
1,1,5.5055,385.79,125.97,-1
1,1,5.5389,390.92,125.97,-1
1,1,5.5722,395.53,125.29,-1
1,1,5.6056,400.49,124.77,-1
1,1,5.639,404.6,124.26,-1
1,1,5.6723,410.07,123.58,-1
