ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0,-498.2,134.52,-1
1,1,0.033367,-493.92,134.52,-1
1,1,0.066733,-488.79,134.52,-1
1,1,0.1001,-483.66,134.52,-1
1,1,0.13347,-478.11,135.8,-1
1,1,0.16683,-472.55,137.08,-1
1,1,0.2002,-466.57,137.94,-1
1,1,0.23357,-461.44,137.94,-1
1,1,0.26693,-457.16,137.94,-1
1,1,0.3003,-452.89,137.94,-1
1,1,0.33367,-447.76,137.94,-1
1,1,0.36703,-443.48,137.94,-1
1,1,0.4004,-438.35,137.08,-1
1,1,0.43377,-434.08,137.08,-1
1,1,0.46713,-428.09,136.23,-1
1,1,0.5005,-422.96,135.37,-1
1,1,0.53387,-417.83,134.52,-1
1,1,0.56723,-412.7,133.66,-1
1,1,0.6006,-407.58,132.81,-1
1,1,0.63397,-401.59,131.95,-1
1,1,0.66733,-396.46,131.1,-1
1,1,0.7007,-391.33,130.24,-1
1,1,0.73407,-386.2,130.24,-1
1,1,0.76743,-381.07,129.39,-1
1,1,0.8008,-375.94,129.39,-1
1,1,0.83417,-370.81,129.39,-1
1,1,0.86753,-365.69,130.24,-1
1,1,0.9009,-360.56,130.24,-1
1,1,0.93427,-355.43,130.24,-1
1,1,0.96763,-350.3,131.1,-1
1,1,1.001,-344.31,131.1,-1
1,1,1.0344,-339.18,131.1,-1
1,1,1.0677,-332.34,131.95,-1
1,1,1.1011,-327.21,132.81,-1
1,1,1.1345,-321.23,133.66,-1
1,1,1.1678,-316.53,134.95,-1
1,1,1.2012,-310.97,134.52,-1
1,1,1.2346,-304.99,135.37,-1
1,1,1.2679,-299,135.37,-1
1,1,1.3013,-293.87,135.37,-1
1,1,1.3347,-287.89,135.37,-1
1,1,1.368,-283.61,134.52,-1
1,1,1.4014,-278.91,134.09,-1
1,1,1.4348,-273.35,133.66,-1
1,1,1.4681,-268.22,133.66,-1
1,1,1.5015,-262.07,132.47,-1
1,1,1.5349,-257.11,131.1,-1
1,1,1.5682,-251.13,130.24,-1
1,1,1.6016,-244.71,128.96,-1
1,1,1.635,-239.16,127.68,-1
1,1,1.6683,-233.17,127.68,-1
1,1,1.7017,-227.19,127.68,-1
1,1,1.7351,-222.06,127.68,-1
1,1,1.7684,-216.93,127.68,-1
1,1,1.8018,-211.8,129.39,-1
1,1,1.8352,-207.1,128.96,-1
1,1,1.8685,-201.97,128.96,-1
1,1,1.9019,-196.41,129.39,-1
1,1,1.9353,-190.43,129.39,-1
1,1,1.9686,-184.44,129.39,-1
1,1,2.002,-178.88,129.82,-1
1,1,2.0354,-173.2,130.44,-1
1,1,2.0687,-166.49,131.1,-1
1,1,2.1021,-161.53,131.61,-1
1,1,2.1355,-155.38,132.81,-1
1,1,2.1688,-148.54,132.81,-1
1,1,2.2022,-144.26,133.66,-1
1,1,2.2356,-139.56,133.24,-1
1,1,2.2689,-134.43,133.24,-1
1,1,2.3023,-128.87,132.81,-1
1,1,2.3357,-123.32,132.38,-1
1,1,2.369,-118.61,131.95,-1
1,1,2.4024,-112.63,130.24,-1
1,1,2.4358,-107.33,129.73,-1
1,1,2.4691,-101.52,128.53,-1
1,1,2.5025,-95.531,128.53,-1
1,1,2.5359,-89.546,126.82,-1
1,1,2.5692,-83.562,126.82,-1
1,1,2.6026,-79.287,126.82,-1
1,1,2.636,-73.132,126.31,-1
1,1,2.6693,-67.489,126.48,-1
1,1,2.7027,-61.761,127.25,-1
1,1,2.7361,-57.059,125.97,-1
