ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.1001,-499.45,77.502,-1
1,1,0.13347,-495.63,77.239,-1
1,1,0.16683,-490.5,77.239,-1
1,1,0.2002,-483.66,75.529,-1
1,1,0.23357,-479.39,75.529,-1
1,1,0.26693,-474.26,74.674,-1
1,1,0.3003,-469.13,73.819,-1
1,1,0.33367,-464,73.819,-1
1,1,0.36703,-460.58,73.819,-1
1,1,0.4004,-455.45,73.819,-1
1,1,0.43377,-450.75,74.247,-1
1,1,0.46713,-446.9,73.819,-1
1,1,0.5005,-440.49,73.392,-1
1,1,0.53387,-437.5,73.819,-1
1,1,0.56723,-434.08,73.819,-1
1,1,0.6006,-428.09,73.819,-1
1,1,0.63397,-423.39,75.102,-1
1,1,0.66733,-417.83,73.819,-1
1,1,0.7007,-412.7,73.819,-1
1,1,0.73407,-408.43,74.674,-1
1,1,0.76743,-403.3,74.674,-1
1,1,0.8008,-398.82,75.479,-1
1,1,0.83417,-392.19,77.239,-1
1,1,0.86753,-387.06,77.239,-1
1,1,0.9009,-382.78,75.529,-1
1,1,0.93427,-376.8,75.529,-1
1,1,0.96763,-371.67,76.384,-1
1,1,1.001,-367.39,76.384,-1
1,1,1.0344,-363.12,75.529,-1
1,1,1.0677,-357.14,75.529,-1
1,1,1.1011,-352.01,75.529,-1
1,1,1.1345,-346.88,75.529,-1
1,1,1.1678,-341.75,75.529,-1
1,1,1.2012,-336.62,73.819,-1
1,1,1.2346,-330.63,73.819,-1
1,1,1.2679,-326.79,74.247,-1
1,1,1.3013,-321.23,74.674,0.15781
1,1,1.3347,-314.39,71.254,0.16305
1,1,1.368,-311.82,71.254,0.16705
1,1,1.4014,-307.12,72.537,0.16964
1,1,1.4348,-303.28,71.254,0.17192
1,1,1.4681,-298.15,70.4,0.17432
1,1,1.5015,-293.02,71.254,0.17848
1,1,1.5349,-288.74,71.254,0.18336
1,1,1.5682,-284.47,71.254,0.18697
1,1,1.6016,-280.19,72.109,0.19111
1,1,1.635,-275.06,72.109,0.19408
1,1,1.6683,-269.08,72.109,0.19721
1,1,1.7017,-263.95,71.254,0.2017
1,1,1.7351,-258.82,72.109,0.20449
1,1,1.7684,-253.26,72.537,0.20821
1,1,1.8018,-248.13,72.537,0.21339
1,1,1.8352,-243.86,72.537,0.2192
1,1,1.8685,-238.3,72.964,0.22252
1,1,1.9019,-232.49,73.306,0.22721
1,1,1.9353,-227.62,73.392,0.23085
1,1,1.9686,-222.06,73.819,0.23495
1,1,2.002,-216.93,72.109,0.24009
1,1,2.0354,-212.48,72.451,0.2461
1,1,2.0687,-208.38,72.109,0.25114
1,1,2.1021,-202.4,72.109,0.25891
1,1,2.1355,-198.75,71.786,0.26321
1,1,2.1688,-192.14,71.254,0.2702
1,1,2.2022,-187.86,71.254,0.2761
