ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.033367,-495.63,128.53,-1
1,1,0.066733,-490.5,127.68,-1
1,1,0.1001,-485.37,126.82,-1
1,1,0.13347,-480.24,125.97,-1
1,1,0.16683,-475.11,125.11,-1
1,1,0.2002,-469.13,123.4,-1
1,1,0.23357,-464.51,122.72,-1
1,1,0.26693,-458.87,121.69,-1
1,1,0.3003,-453.31,120.41,-1
1,1,0.33367,-448.61,119.99,-1
1,1,0.36703,-443.48,119.13,-1
1,1,0.4004,-438.35,118.28,-1
1,1,0.43377,-434.08,118.28,-1
1,1,0.46713,-428.95,118.28,-1
1,1,0.5005,-423.82,118.28,-1
1,1,0.53387,-418.69,118.28,-1
1,1,0.56723,-413.05,118.96,-1
1,1,0.6006,-408.17,119.22,-1
1,1,0.63397,-403.3,119.13,-1
1,1,0.66733,-398.17,119.99,-1
1,1,0.7007,-392.19,119.99,-1
1,1,0.73407,-387.06,120.84,-1
1,1,0.76743,-381.93,121.69,-1
1,1,0.8008,-376.8,121.69,-1
1,1,0.83417,-371.67,122.55,-1
1,1,0.86753,-364.83,123.4,-1
1,1,0.9009,-360.56,123.4,-1
1,1,0.93427,-355.43,123.4,-1
1,1,0.96763,-350.3,123.4,-1
1,1,1.001,-346.02,122.55,-1
1,1,1.0344,-340.89,122.55,-1
1,1,1.0677,-335.76,122.55,-1
1,1,1.1011,-330.63,121.69,-1
1,1,1.1345,-325.5,121.69,-1
1,1,1.1678,-320.89,121.01,-1
1,1,1.2012,-314.39,119.99,-1
1,1,1.2346,-309.26,119.99,-1
1,1,1.2679,-304.13,118.28,-1
1,1,1.3013,-299,118.28,-1
1,1,1.3347,-292.5,117.59,-1
1,1,1.368,-287.03,117.42,-1
1,1,1.4014,-281.05,117.42,-1
1,1,1.4348,-275.92,117.42,-1
1,1,1.4681,-270.79,118.28,-1
1,1,1.5015,-265.66,119.13,-1
1,1,1.5349,-260.53,119.13,-1
1,1,1.5682,-255.4,119.13,-1
1,1,1.6016,-250.27,119.13,-1
1,1,1.635,-245.14,119.99,-1
1,1,1.6683,-240.01,119.99,-1
1,1,1.7017,-234.88,121.69,-1
1,1,1.7351,-228.9,121.69,-1
1,1,1.7684,-223.77,123.4,-1
1,1,1.8018,-218.64,123.4,-1
1,1,1.8352,-213.51,124.26,-1
1,1,1.8685,-207.53,125.11,-1
1,1,1.9019,-201.54,125.11,-1
1,1,1.9353,-196.41,124.26,-1
1,1,1.9686,-191.28,124.26,-1
1,1,2.002,-186.15,123.4,-1
1,1,2.0354,-181.88,122.55,-1
1,1,2.0687,-176.75,121.69,-1
1,1,2.1021,-171.62,121.69,-1
1,1,2.1355,-165.63,119.99,-1
1,1,2.1688,-160.5,119.99,-1
1,1,2.2022,-155.38,118.28,-1
1,1,2.2356,-150.25,116.57,-1
1,1,2.2689,-144.26,116.57,-1
1,1,2.3023,-138.28,115.71,-1
1,1,2.3357,-133.15,115.71,-1
1,1,2.369,-127.16,115.71,-1
1,1,2.4024,-121.18,115.71,-1
1,1,2.4358,-116.05,115.71,-1
1,1,2.4691,-110.75,116.05,-1
1,1,2.5025,-105.79,115.71,-1
1,1,2.5359,-99.805,115.71,-1
1,1,2.5692,-94.676,116.57,-1
1,1,2.6026,-89.546,116.57,-1
1,1,2.636,-84.417,116.57,-1
1,1,2.6693,-78.432,117.42,-1
1,1,2.7027,-72.448,117.42,-1
1,1,2.7361,-67.318,119.13,-1
1,1,2.7694,-62.189,120.84,-1
1,1,2.8028,-56.803,120.93,-1
1,1,2.8362,-50.22,121.69,-1
1,1,2.8695,-45.091,121.69,-1
1,1,2.9029,-40.901,121.95,-1
1,1,2.9363,-35.515,121.18,-1
1,1,2.9696,-29.702,120.84,-1
1,1,3.003,-23.718,120.84,-1
1,1,3.0364,-18.588,119.99,-1
1,1,3.0697,-14.826,119.3,-1
1,1,3.1031,-9.184,119.13,-1
1,1,3.1365,-4.0545,118.28,-1
1,1,3.1698,1.9299,118.28,-1
1,1,3.2032,6.461,117.51,-1
1,1,3.2366,13.044,117.42,-1
1,1,3.2699,19.028,117.42,-1
1,1,3.3033,24.158,117.42,-1
1,1,3.3367,30.142,116.57,-1
1,1,3.37,35.272,117.42,-1
1,1,3.4034,40.316,118.02,-1
1,1,3.4368,46.044,118.1,-1
1,1,3.4701,52.37,119.99,-1
1,1,3.5035,57.414,119.73,-1
1,1,3.5369,63.057,120.41,-1
1,1,3.5702,67.759,120.84,-1
1,1,3.6036,73.658,120.58,-1
1,1,3.637,79.3,121.27,-1
1,1,3.6703,84.857,123.4,-1
1,1,3.7037,90.841,124.26,-1
1,1,3.7371,96.569,123.49,-1
1,1,3.7704,101.1,124.26,-1
1,1,3.8038,106.23,124.26,-1
1,1,3.8372,111.36,124.26,-1
1,1,3.8705,115.55,124,-1
1,1,3.9039,119.91,124.26,-1
1,1,3.9373,123.84,123.23,-1
1,1,3.9706,128.37,124,-1
1,1,4.004,132.48,124.17,-1
1,1,4.0374,137.86,124.26,-1
1,1,4.0707,142.99,122.55,-1
1,1,4.1041,147.44,121.35,-1
1,1,4.1375,153.25,120.84,-1
1,1,4.1708,157.53,119.99,-1
1,1,4.2042,163.08,119.56,-1
1,1,4.2376,168.3,118.96,-1
1,1,4.2709,173.77,119.13,-1
1,1,4.3043,178.04,118.28,-1
1,1,4.3377,183.17,118.28,-1
1,1,4.371,188.3,118.28,-1
1,1,4.4044,191.72,119.13,-1
1,1,4.4378,196,119.13,-1
