ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0,-499.05,131.1,-1
1,1,0.033367,-493.92,131.95,-1
1,1,0.066733,-490.5,131.95,-1
1,1,0.1001,-485.37,132.81,-1
1,1,0.13347,-481.1,132.81,-1
1,1,0.16683,-476.31,133.83,-1
1,1,0.2002,-472.38,134.86,-1
1,1,0.23357,-467.51,135.12,-1
1,1,0.26693,-463.65,135.07,-1
1,1,0.3003,-459.56,135.72,-1
1,1,0.33367,-454.6,135.37,-1
1,1,0.36703,-450.32,134.52,-1
1,1,0.4004,-444.34,133.66,-1
1,1,0.43377,-439.21,133.66,-1
1,1,0.46713,-434.93,132.81,-1
1,1,0.5005,-430.32,132.64,-1
1,1,0.53387,-425.53,131.95,-1
1,1,0.56723,-420.4,131.1,-1
1,1,0.6006,-416.13,131.1,-1
1,1,0.63397,-411,129.39,-1
1,1,0.66733,-407.4,129.73,-1
1,1,0.7007,-402.79,128.71,-1
1,1,0.73407,-399.03,128.53,-1
1,1,0.76743,-393.9,127.68,-1
1,1,0.8008,-389.62,126.82,-1
1,1,0.83417,-385.77,127.25,-1
1,1,0.86753,-381.07,126.82,-1
1,1,0.9009,-376.37,128.11,-1
1,1,0.93427,-372.52,126.82,-1
1,1,0.96763,-368.08,128.02,0.20168
1,1,1.001,-363.98,126.82,0.20242
1,1,1.0344,-358.85,127.68,0.20225
1,1,1.0677,-354.74,128.19,0.20513
1,1,1.1011,-349.44,128.53,0.20846
1,1,1.1345,-344.74,128.96,0.20545
1,1,1.1678,-340.04,128.53,0.21175
1,1,1.2012,-335.76,128.53,0.21234
1,1,1.2346,-331.49,128.53,0.21826
1,1,1.2679,-327.21,128.53,0.22443
1,1,1.3013,-324.65,128.53,0.22874
1,1,1.3347,-319.52,128.53,0.23923
1,1,1.368,-316.1,128.53,0.23592
1,1,1.4014,-311.65,128.19,0.25172
1,1,1.4348,-307.55,128.53,0.25249
1,1,1.4681,-303.62,127.51,0.26502
1,1,1.5015,-299.86,126.82,0.26514
1,1,1.5349,-295.58,126.82,0.27441
1,1,1.5682,-291.31,126.82,0.28416
1,1,1.6016,-287.46,126.4,0.30011
1,1,1.635,-283.61,127.68,0.30943
1,1,1.6683,-280.19,127.68,0.31676
1,1,1.7017,-276.77,126.82,0.33044
1,1,1.7351,-272.93,127.25,0.33265
1,1,1.7684,-268.65,126.4,0.35665
1,1,1.8018,-265.66,125.11,0.37217
1,1,1.8352,-262.24,125.11,0.39128
1,1,1.8685,-258.82,125.11,0.40163
1,1,1.9019,-255.23,124.6,0.41998
1,1,1.9353,-251.13,124.26,0.4424
1,1,1.9686,-247.71,123.4,0.45341
1,1,2.002,-244.12,124.6,0.4623
1,1,2.0354,-240.01,123.4,0.49691
1,1,2.0687,-236.59,124.26,0.52488
1,1,2.1021,-233.17,124.26,0.52276
1,1,2.1355,-228.9,124.26,0.52938
1,1,2.1688,-225.48,124.26,0.55006
1,1,2.2022,-221.2,124.26,0.56704
1,1,2.2356,-217.96,125.39,0.58562
1,1,2.2689,-213.51,125.97,0.60133
1,1,2.3023,-210.26,125.63,0.62171
1,1,2.3357,-206.67,125.11,0.64185
1,1,2.369,-203.25,125.11,0.68032
1,1,2.4024,-199.49,125.8,0.71206
1,1,2.4358,-195.21,126.65,0.73977
1,1,2.4691,-191.28,126.82,0.74969
1,1,2.5025,-187.43,127.25,0.80125
1,1,2.5359,-183.59,126.82,0.87843
1,1,2.5692,-180.79,126.27,0.94475
1,1,2.6026,-177.6,126.82,0.97589
1,1,2.636,-173.33,126.82,1.0115
1,1,2.6693,-169.91,125.97,1.0451
1,1,2.7027,-165.63,125.97,1.079
1,1,2.7361,-162.21,125.11,1.0725
1,1,2.7694,-157.94,125.11,1.0996
1,1,2.8028,-154.52,125.11,1.1175
1,1,2.8362,-149.82,123.83,1.1063
1,1,2.8695,-146.83,123.4,1.138
1,1,2.9029,-143.41,122.55,1.1442
1,1,2.9363,-139.99,121.69,1.1482
1,1,2.9696,-136.4,121.18,1.1664
1,1,3.003,-132.29,120.84,1.1764
1,1,3.0364,-128.87,119.99,1.1903
1,1,3.0697,-125.45,119.99,1.2126
1,1,3.1031,-121.18,119.13,1.2274
1,1,3.1365,-117.76,118.28,1.2616
1,1,3.1698,-115.02,118.62,1.2847
1,1,3.2032,-110.92,119.13,1.3108
1,1,3.2366,-107.84,118.45,1.3313
1,1,3.2699,-104.08,119.13,1.332
1,1,3.3033,-100.23,119.56,1.368
1,1,3.3367,-96.386,118.28,1.3734
1,1,3.37,-92.966,118.28,1.4038
1,1,3.4034,-88.691,118.28,1.4304
1,1,3.4368,-85.272,118.28,1.4458
1,1,3.4701,-81.852,119.13,1.5082
1,1,3.5035,-78.005,119.56,1.5205
1,1,3.5369,-74.329,119.64,1.5696
1,1,3.5702,-69.456,120.41,1.5844
1,1,3.6036,-66.036,120.41,1.6318
1,1,3.637,-62.616,120.41,1.6761
1,1,3.6703,-58.769,120.84,1.7253
1,1,3.7037,-56.205,121.69,1.729
1,1,3.7371,-52.272,119.81,1.7887
1,1,3.7704,-49.365,122.55,1.8086
1,1,3.8038,-45.946,121.69,1.7931
1,1,3.8372,-42.526,119.99,1.8237
1,1,3.8705,-39.106,120.84,1.8231
1,1,3.9039,-35.259,119.56,1.7837
1,1,3.9373,-31.412,118.28,1.7974
1,1,3.9706,-28.505,118.1,1.7566
1,1,4.004,-23.718,117.42,1.7396
1,1,4.0374,-19.443,116.57,1.6988
1,1,4.0707,-17.733,115.71,1.6734
1,1,4.1041,-13.459,114.86,1.6554
1,1,4.1375,-10.039,114,1.6363
1,1,4.1708,-7.0467,113.57,1.5793
1,1,4.2042,-3.1996,110.58,1.5639
1,1,4.2376,0.22008,110.58,1.5318
1,1,4.2709,3.6397,109.73,1.4865
1,1,4.3043,7.0595,108.87,1.4745
1,1,4.3377,11.334,108.02,1.4519
1,1,4.371,15.609,108.02,1.4156
1,1,4.4044,19.028,107.16,1.3671
1,1,4.4378,22.875,106.73,1.3434
1,1,4.4711,27.578,106.31,1.3263
1,1,4.5045,30.313,104.94,1.3228
1,1,4.5379,34.417,104.6,1.3043
1,1,4.5712,38.52,103.4,1.2935
1,1,4.6046,42.966,102.89,1.2896
1,1,4.638,46.386,102.03,1.2838
1,1,4.6713,49.805,101.18,1.2734
1,1,4.7047,53.909,99.98,1.2678
1,1,4.7381,57.5,99.467,1.2646
1,1,4.7714,61.347,99.039,1.2647
