ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.7007,-496.49,82.368,-1
1,1,0.73407,-493.03,83.463,-1
1,1,0.76743,-489.6,85.036,-1
1,1,0.8008,-485.37,84.078,-1
1,1,0.83417,-479.48,84.285,-1
1,1,0.86753,-475.97,83.223,-1
1,1,0.9009,-472.72,85.446,-1
1,1,0.93427,-467.35,85.262,-1
1,1,0.96763,-462.72,84.506,-1
1,1,1.001,-461.44,84.078,-1
1,1,1.0344,-458.02,82.368,-1
1,1,1.0677,-451.18,83.223,-1
1,1,1.1011,-446.05,83.223,-1
1,1,1.1345,-441.77,80.659,-1
1,1,1.1678,-435.79,79.804,-1
1,1,1.2012,-432.37,78.949,-1
1,1,1.2346,-428.09,78.094,-1
1,1,1.2679,-423.39,76.811,-1
1,1,1.3013,-417.83,76.384,-1
1,1,1.3347,-412.7,75.529,-1
1,1,1.368,-409.29,75.529,-1
1,1,1.4014,-405.87,75.529,-1
1,1,1.4348,-400.74,75.529,-1
1,1,1.4681,-398.34,75.187,-1
1,1,1.5015,-394.92,76.042,-1
1,1,1.5349,-389.62,75.529,-1
1,1,1.5682,-385.77,75.102,-1
1,1,1.6016,-380.22,75.529,-1
1,1,1.635,-377.65,75.529,-1
1,1,1.6683,-373.38,75.529,-1
1,1,1.7017,-368.68,76.811,-1
1,1,1.7351,-363.55,76.811,-1
1,1,1.7684,-359.27,77.666,-1
1,1,1.8018,-354.87,77.591,-1
1,1,1.8352,-350.72,79.376,0.2198
1,1,1.8685,-346.88,78.949,0.22012
1,1,1.9019,-343.03,77.666,0.22447
1,1,1.9353,-340.04,78.094,0.22673
1,1,1.9686,-335.76,78.094,0.23055
1,1,2.002,-331.92,76.811,0.23577
1,1,2.0354,-329.78,78.094,0.23726
1,1,2.0687,-326.36,76.384,0.24167
1,1,2.1021,-322.94,75.529,0.24507
1,1,2.1355,-319.52,74.674,0.2488
1,1,2.1688,-315.93,74.332,0.25262
1,1,2.2022,-312.68,72.964,0.25314
1,1,2.2356,-308.4,71.254,0.2574
1,1,2.2689,-303.62,71.425,0.25427
1,1,2.3023,-296.62,69.799,0.25835
1,1,2.3357,-294.73,67.835,0.26141
1,1,2.369,-291.31,66.98,0.26605
1,1,2.4024,-288.74,66.98,0.26923
1,1,2.4358,-284.64,65.612,0.27121
1,1,2.4691,-280.19,65.27,0.27553
1,1,2.5025,-277.63,65.27,0.27909
1,1,2.5359,-274.38,64.928,0.28237
1,1,2.5692,-271.22,63.988,0.28662
1,1,2.6026,-267.37,64.415,0.29022
1,1,2.636,-263.1,64.415,0.29308
1,1,2.6693,-257.96,64.415,0.29733
1,1,2.7027,-255.4,65.27,0.30109
1,1,2.7361,-251.13,64.415,0.30547
1,1,2.7694,-246.85,64.415,0.31195
1,1,2.8028,-243.43,65.27,0.313
1,1,2.8362,-236.59,65.27,0.31946
1,1,2.8695,-234.03,66.125,0.3238
1,1,2.9029,-231.04,65.698,0.32593
1,1,2.9363,-228.04,66.125,0.33186
1,1,2.9696,-225.14,66.296,0.33716
1,1,3.003,-221.63,65.698,0.34231
1,1,3.0364,-217.36,66.552,0.34705
1,1,3.0697,-213.51,66.125,0.35413
1,1,3.1031,-210.6,65.441,0.36039
1,1,3.1365,-207.1,63.988,0.36618
1,1,3.1698,-203.68,64.843,0.37053
1,1,3.2032,-200.26,63.988,0.37367
1,1,3.2366,-195.56,62.705,0.38199
1,1,3.2699,-192.14,62.705,0.38435
1,1,3.3033,-189.14,62.278,0.39129
1,1,3.3367,-186.15,60.995,0.40032
1,1,3.37,-182.73,60.995,0.40679
1,1,3.4034,-179.31,59.286,0.41375
1,1,3.4368,-174.7,59.115,0.41783
1,1,3.4701,-169.91,57.576,0.42587
1,1,3.5035,-166.92,57.148,0.43342
1,1,3.5369,-162.21,57.576,0.44011
1,1,3.5702,-159.22,56.293,0.44871
1,1,3.6036,-155.8,56.293,0.45406
1,1,3.637,-152.38,55.438,0.46661
1,1,3.6703,-148.54,55.866,0.47637
1,1,3.7037,-144.69,56.293,0.48623
1,1,3.7371,-139.56,56.293,0.50082
1,1,3.7704,-135.71,56.721,0.50758
1,1,3.8038,-131.44,55.866,0.52107
1,1,3.8372,-128.02,55.866,0.53152
1,1,3.8705,-124.17,55.438,0.54949
1,1,3.9039,-119.04,57.148,0.57161
1,1,3.9373,-111.77,57.576,0.59601
1,1,3.9706,-108.78,58.003,0.62644
1,1,4.004,-104.94,58.431,0.66465
1,1,4.0374,-99.805,58.431,0.68602
1,1,4.0707,-95.958,58.003,0.74545
1,1,4.1041,-90.401,57.576,0.79158
1,1,4.1375,-87.836,57.576,0.85
1,1,4.1708,-82.707,57.576,0.95289
1,1,4.2042,-80.142,56.721,1.0336
1,1,4.2376,-76.295,57.148,1.0814
1,1,4.2709,-73.303,56.721,1.131
1,1,4.3043,-69.028,55.866,1.2052
1,1,4.3377,-65.609,55.866,1.2066
1,1,4.371,-61.334,54.156,1.2088
1,1,4.4044,-58.769,55.011,1.1945
1,1,4.4378,-54.837,54.84,1.1489
1,1,4.4711,-50.22,53.301,1.0856
1,1,4.5045,-45.091,53.301,1.0343
1,1,4.5379,-41.671,52.446,0.99212
1,1,4.5712,-38.422,51.933,0.96819
1,1,4.6046,-35.858,51.078,0.93582
1,1,4.638,-31.412,49.027,0.8851
1,1,4.6713,-27.137,48.172,0.85279
1,1,4.7047,-22.435,48.599,0.82819
1,1,4.7381,-20.298,49.027,0.78216
1,1,4.7714,-15.852,47.659,0.73948
1,1,4.8048,-10.894,48.172,0.70851
1,1,4.8382,-6.6193,48.172,0.6821
1,1,4.8715,-4.2255,47.83,0.64186
1,1,4.9049,0.22008,48.172,0.61046
1,1,4.9383,4.4947,48.172,0.59831
1,1,4.9716,8.7693,48.172,0.58648
1,1,5.005,12.616,48.599,0.5727
1,1,5.0384,17.318,49.882,0.56212
1,1,5.0717,22.79,48.856,0.55752
1,1,5.1051,28.432,50.736,0.55713
1,1,5.1385,31.681,51.249,0.55269
1,1,5.1718,36.127,52.446,0.55206
1,1,5.2052,40.401,52.446,0.55203
1,1,5.2386,45.958,51.164,0.55593
1,1,5.2719,51.515,50.736,0.55513
