ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0.4004,-495.63,-91.18,-1
1,1,0.43377,-492.21,-92.035,-1
1,1,0.46713,-487.51,-94.172,-1
1,1,0.5005,-482.52,-93.682,-1
1,1,0.53387,-478.11,-93.317,-1
1,1,0.56723,-474.26,-92.89,-1
1,1,0.6006,-469.99,-92.89,-1
1,1,0.63397,-464.86,-92.035,-1
1,1,0.66733,-461.44,-91.18,-1
1,1,0.7007,-456.31,-91.18,-1
1,1,0.73407,-451.6,-91.607,-1
1,1,0.76743,-444.21,-92.692,-1
1,1,0.8008,-442.03,-93.83,-1
1,1,0.83417,-436.13,-93.574,-1
1,1,0.86753,-431.24,-93.233,-1
1,1,0.9009,-426.73,-92.719,-1
1,1,0.93427,-421.05,-91.13,-1
1,1,0.96763,-416.98,-89.47,-1
1,1,1.001,-411.85,-89.47,-1
1,1,1.0344,-408.43,-90.325,-1
1,1,1.0677,-404.16,-89.47,-1
1,1,1.1011,-399.03,-90.325,-1
1,1,1.1345,-394.75,-89.47,-1
1,1,1.1678,-387.06,-90.325,-1
1,1,1.2012,-383.64,-90.325,-1
1,1,1.2346,-378.08,-91.607,-1
1,1,1.2679,-374.32,-91.778,-1
1,1,1.3013,-369.96,-92.035,-1
1,1,1.3347,-365.69,-92.035,-1
1,1,1.368,-361.57,-93.712,-1
1,1,1.4014,-355.85,-93.317,-1
1,1,1.4348,-350.3,-93.745,-1
1,1,1.4681,-345.59,-95.027,-1
1,1,1.5015,-341.75,-96.31,-1
1,1,1.5349,-336.62,-97.164,-1
1,1,1.5682,-331.49,-97.164,-1
1,1,1.6016,-327.21,-97.164,-1
1,1,1.635,-322.08,-97.164,-1
1,1,1.6683,-316.17,-97.643,-1
1,1,1.7017,-313.54,-98.874,-1
1,1,1.7351,-308.11,-98.644,-1
1,1,1.7684,-304.13,-98.874,-1
1,1,1.8018,-299,-99.729,-1
1,1,1.8352,-294.73,-99.729,-1
1,1,1.8685,-290.88,-100.16,-1
1,1,1.9019,-285.49,-99.387,-1
1,1,1.9353,-280.19,-99.729,0.27403
1,1,1.9686,-275.06,-98.874,0.27533
1,1,2.002,-269.93,-98.874,0.27895
1,1,2.0354,-265.23,-99.302,0.28345
1,1,2.0687,-258.39,-101.01,0.28658
1,1,2.1021,-255.4,-100.58,0.28624
1,1,2.1355,-249.42,-100.58,0.29032
1,1,2.1688,-245.14,-102.29,0.29299
1,1,2.2022,-241.21,-101.61,0.29779
1,1,2.2356,-234.88,-103.15,0.3012
1,1,2.2689,-231.04,-104.43,0.30784
1,1,2.3023,-226.94,-104.16,0.31103
1,1,2.3357,-222.23,-106.91,0.31493
1,1,2.369,-218.21,-107,0.3186
1,1,2.4024,-213.51,-109.13,0.32281
1,1,2.4358,-208.81,-109.56,0.32679
1,1,2.4691,-204.96,-108.28,0.33043
1,1,2.5025,-199.4,-108.71,0.33568
1,1,2.5359,-193.85,-110.84,0.33816
1,1,2.5692,-189.14,-111.27,0.34567
1,1,2.6026,-183.59,-112.55,0.34681
1,1,2.636,-178.46,-112.55,0.35306
1,1,2.6693,-174.54,-112.45,0.3548
1,1,2.7027,-169.05,-113.41,0.35644
1,1,2.7361,-163.92,-112.55,0.36081
1,1,2.7694,-159.62,-114.38,0.36312
1,1,2.8028,-154.6,-115.61,0.3664
1,1,2.8362,-149.75,-115.58,0.36755
1,1,2.8695,-144.97,-115.72,0.36714
1,1,2.9029,-140.93,-114.86,0.37176
1,1,2.9363,-136.01,-114.77,0.37233
1,1,2.9696,-131.86,-114.51,0.37306
1,1,3.003,-126.69,-114.62,0.37785
1,1,3.0364,-122.03,-115.97,0.38166
1,1,3.0697,-116.48,-115.55,0.38519
1,1,3.1031,-111.35,-115.55,0.38587
1,1,3.1365,-106.74,-115.48,0.39184
1,1,3.1698,-102.17,-116.7,0.39704
1,1,3.2032,-97.241,-115.97,0.40515
1,1,3.2366,-92.538,-117.26,0.41382
1,1,3.2699,-87.484,-118.24,0.42784
1,1,3.3033,-86.554,-120.68,0.43665
1,1,3.3367,-79.037,-120.81,0.44291
1,1,3.37,-75.44,-121.53,0.44976
1,1,3.4034,-68.502,-121.89,0.45644
1,1,3.4368,-65.181,-120.68,0.47063
1,1,3.4701,-61.334,-123.67,0.4826
1,1,3.5035,-56.632,-124.95,0.48869
1,1,3.5369,-49.365,-124.52,0.50078
1,1,3.5702,-44.236,-126.23,0.51063
1,1,3.6036,-39.961,-126.23,0.51442
1,1,3.637,-35.716,-124.88,0.52689
1,1,3.6703,-31.839,-126.66,0.54415
1,1,3.7037,-25,-127.51,0.54525
1,1,3.7371,-21.153,-126.23,0.54853
1,1,3.7704,-16.878,-125.38,0.56391
1,1,3.8038,-13.459,-125.38,0.56872
1,1,3.8372,-7.0467,-124.95,0.57619
1,1,3.8705,-2.3447,-125.38,0.57712
1,1,3.9039,1.9299,-125.38,0.59645
1,1,3.9373,7.0594,-126.23,0.60299
1,1,3.9706,12.189,-126.23,0.6087
1,1,4.004,16.805,-125.55,0.60855
1,1,4.0374,21.79,-125.25,0.59561
1,1,4.0707,25.44,-124.09,0.59352
1,1,4.1041,30.57,-125.8,0.57564
1,1,4.1375,34.588,-124.01,0.568
1,1,4.1708,40.145,-123.75,0.58615
1,1,4.2042,44.676,-125.38,0.61193
1,1,4.2376,49.805,-126.23,0.63869
1,1,4.2709,53.225,-126.23,0.66002
1,1,4.3043,57.5,-126.23,0.6868
1,1,4.3377,61.347,-128.37,0.6936
1,1,4.371,65.621,-127.51,0.73579
1,1,4.4044,70.494,-128.45,0.78415
1,1,4.4378,76.308,-130.51,0.79045
1,1,4.4711,78.873,-129.65,0.82333
1,1,4.5045,83.147,-129.65,0.85371
1,1,4.5379,89.987,-131.36,0.86704
1,1,4.5712,95.116,-131.36,0.87446
1,1,4.6046,99.183,-131.82,0.88739
1,1,4.638,104.67,-131.97,0.88631
1,1,4.6713,109.25,-131.46,0.90445
1,1,4.7047,115.12,-132.04,0.90709
1,1,4.7381,119.91,-131.36,0.8964
1,1,4.7714,121.19,-129.22,0.88524
1,1,4.8048,125.04,-128.8,0.90407
1,1,4.8382,133.28,-130.76,0.88168
1,1,4.8715,136.77,-129.62,0.87217
1,1,4.9049,138.72,-130.51,0.86298
1,1,4.9383,146.67,-130.42,0.84473
1,1,4.9716,151.54,-131.36,0.82849
1,1,5.005,155.82,-128.8,0.81045
1,1,5.0384,161.24,-127.71,0.82503
1,1,5.0717,166.5,-127.51,0.83364
1,1,5.1051,171.2,-125.38,0.86537
1,1,5.1385,176.33,-126.23,0.84557
1,1,5.1718,180.61,-125.38,0.88725
1,1,5.2052,186.59,-125.38,0.86633
1,1,5.2386,191.72,-125.38,0.85329
1,1,5.2719,196.85,-126.23,0.84962
1,1,5.3053,201.13,-127.94,0.83916
1,1,5.3387,203.9,-129.07,0.79916
1,1,5.372,207.97,-127.09,0.77961
1,1,5.4054,213.1,-127.94,0.76557
1,1,5.4388,219.24,-126.35,0.75654
1,1,5.4721,221.64,-126.23,0.75157
1,1,5.5055,228.28,-126.69,0.74886
1,1,5.5389,233.19,-128.37,0.74215
1,1,5.5722,238.45,-128.06,0.74788
1,1,5.6056,241.31,-129.65,0.73504
1,1,5.639,249.86,-128.8,0.72914
1,1,5.6723,251.57,-128.8,0.73535
1,1,5.7057,256.7,-128.8,0.73769
1,1,5.7391,263.12,-128.73,0.73694
1,1,5.7724,263.11,-128.37,0.7367
1,1,5.8058,271.57,-126.06,0.73686
1,1,5.8392,275.7,-127.07,0.75119
1,1,5.8725,282.34,-127.94,0.75945
1,1,5.9059,285,-128.24,0.77146
1,1,5.9393,290.04,-127.94,0.78051
1,1,5.9726,294.26,-126.85,0.80349
1,1,6.006,299.48,-127.57,0.83528
1,1,6.0394,305,-128.37,0.84673
1,1,6.0727,310.13,-127.51,0.85769
1,1,6.1061,314.88,-125.79,0.8838
1,1,6.1395,320.01,-125.79,0.90895
1,1,6.1728,324.23,-127.09,0.90938
1,1,6.2062,329.79,-126.66,0.89444
1,1,6.2396,334.49,-128.8,0.85932
1,1,6.2729,337.91,-127.94,-1
1,1,6.3063,343.04,-127.94,-1
1,1,6.3397,348.17,-128.8,0.84818
1,1,6.373,352.02,-129.22,0.84249
1,1,6.4064,357.58,-128.8,0.85326
1,1,6.4398,361.85,-128.8,0.87886
1,1,6.4731,365.7,-130.93,0.90001
1,1,6.5065,369.55,-130.51,0.92136
1,1,6.5399,374.25,-131.79,-1
1,1,6.5732,380.2,-131.62,-1
1,1,6.6066,386.64,-132.22,-1
1,1,6.64,392.63,-132.22,-1
1,1,6.6733,396.05,-133.93,-1
1,1,6.7067,402.03,-133.93,-1
1,1,6.7401,408.02,-133.93,-1
1,1,6.7734,413.07,-133.22,-1
1,1,6.8068,416.74,-134.27,-1
1,1,6.8402,423.46,-134.07,-1
1,1,6.8735,428.34,-134.65,-1
1,1,6.9069,431.1,-133.93,-1
1,1,6.9403,436.43,-133.88,-1
1,1,6.9736,443.08,-134.03,-1
1,1,7.007,448.2,-133.93,-1
1,1,7.0404,452.99,-133.24,-1
1,1,7.0737,453.79,-133.28,-1
1,1,7.1071,461.88,-130.51,-1
1,1,7.1405,467.01,-129.65,-1
1,1,7.1738,471.28,-131.36,-1
1,1,7.2072,476.84,-131.79,-1
1,1,7.2406,481.54,-130.51,-1
1,1,7.2739,484.78,-132.49,-1
1,1,7.3073,490.52,-132.64,-1
1,1,7.3407,495.22,-133.07,-1
2,1,0.93427,-494.78,125.97,-1
2,1,0.96763,-492.21,125.97,-1
2,1,1.001,-487.08,125.97,-1
2,1,1.0344,-484.01,125.8,-1
2,1,1.0677,-480.24,123.4,-1
2,1,1.1011,-475.97,123.4,-1
2,1,1.1345,-471.69,122.55,-1
2,1,1.1678,-469.13,122.55,-1
2,1,1.2012,-466.57,121.69,-1
2,1,1.2346,-464,121.69,-1
2,1,1.2679,-457.67,120.16,-1
2,1,1.3013,-453.06,117.93,-1
2,1,1.3347,-448.61,118.28,-1
2,1,1.368,-444.34,119.13,-1
2,1,1.4014,-438.78,117.85,-1
2,1,1.4348,-434.08,116.57,-1
2,1,1.4681,-428.95,116.57,-1
2,1,1.5015,-425.53,114,-1
2,1,1.5349,-420.4,114,-1
2,1,1.5682,-416.93,114.26,-1
2,1,1.6016,-413.99,116.14,-1
2,1,1.635,-409.29,115.71,-1
2,1,1.6683,-405.87,114.86,-1
2,1,1.7017,-402.45,116.57,-1
2,1,1.7351,-395.61,114.86,-1
2,1,1.7684,-391.37,115.82,-1
2,1,1.8018,-386.76,116.21,-1
2,1,1.8352,-383.47,115.74,-1
2,1,1.8685,-378.31,116.61,-1
2,1,1.9019,-375.09,116.57,-1
2,1,1.9353,-371.67,116.57,-1
2,1,1.9686,-364.51,117.8,-1
2,1,2.002,-360.13,118.7,0.56424
2,1,2.0354,-356.28,119.13,0.63928
2,1,2.0687,-352.01,119.13,0.63305
2,1,2.1021,-349.44,119.13,0.64563
2,1,2.1355,-343.88,120.41,0.63689
2,1,2.1688,-340.89,119.13,0.64111
