ped. #,type,time (s),x (cm),y (cm),density (m-2)
1,1,0,-496.92,-90.752,-1
1,1,0.033367,-491.36,-90.325,-1
1,1,0.066733,-483.66,-90.325,-1
1,1,0.1001,-478.53,-90.325,-1
1,1,0.13347,-474.09,-90.667,-1
1,1,0.16683,-468.7,-89.898,-1
1,1,0.2002,-460.92,-90.154,-1
1,1,0.23357,-455.28,-89.983,-1
1,1,0.26693,-450.32,-89.47,-1
1,1,0.3003,-444.76,-89.043,-1
1,1,0.33367,-437.5,-88.615,-1
1,1,0.36703,-432.8,-88.188,-1
1,1,0.4004,-427.67,-88.188,-1
1,1,0.43377,-420.83,-88.188,-1
1,1,0.46713,-415.27,-89.47,-1
1,1,0.5005,-410.14,-89.47,-1
1,1,0.53387,-404.58,-89.043,-1
1,1,0.56723,-398.17,-89.47,-1
1,1,0.6006,-391.33,-91.18,-1
1,1,0.63397,-386.63,-90.752,-1
1,1,0.66733,-380.65,-91.607,-1
1,1,0.7007,-374.23,-92.89,-1
1,1,0.73407,-367.82,-92.462,-1
1,1,0.76743,-362.26,-94.6,-1
1,1,0.8008,-355.43,-94.6,-1
1,1,0.83417,-350.3,-95.454,-1
1,1,0.86753,-345.17,-96.31,-1
1,1,0.9009,-340.04,-96.31,-1
1,1,0.93427,-333.2,-96.31,-1
1,1,0.96763,-328.5,-96.737,-1
1,1,1.001,-322.08,-96.31,-1
1,1,1.0344,-317.81,-96.31,-1
1,1,1.0677,-312.68,-96.31,-1
1,1,1.1011,-306.52,-96.822,-1
1,1,1.1345,-300.71,-96.31,-1
1,1,1.1678,-296.44,-96.31,-1
1,1,1.2012,-291.31,-96.31,-1
1,1,1.2346,-287.03,-96.31,-1
1,1,1.2679,-281.05,-96.31,-1
1,1,1.3013,-275.92,-96.31,-1
1,1,1.3347,-270.79,-96.31,-1
1,1,1.368,-265.66,-96.31,-1
1,1,1.4014,-260.53,-96.31,-1
1,1,1.4348,-255.4,-96.31,-1
1,1,1.4681,-250.27,-95.454,-1
1,1,1.5015,-244.29,-96.31,-1
1,1,1.5349,-238.73,-96.737,-1
1,1,1.5682,-233.86,-96.651,-1
1,1,1.6016,-228.04,-98.019,-1
