-9,1
-9,3
-9,5
-9,6
-8,1
-8,3
-8,5
-8,6
-7,1
-7,2
-7,3
-7,6
-6,1
-6,2
-6,4
-6,5
-5,1
-5,3
-5,4
-5,6
-4,1
-4,2
-4,4
-4,5
-3,1
-3,3
-3,4
-3,6
-2,2
-2,3
-2,5
-2,6
-1,1
-1,3
-1,4
-1,6
1,1
1,5
2,2
2,6
3,1
3,6
4,2
4,4
5,3
5,4
6,2
6,6
7,3
7,6
8,1
8,4
9,2
9,5
