1,1,26
1,1,27
2,1,28
2,1,31
3,1,29
3,1,30
4,1,32
4,1,33
5,1,34
5,1,35
6,1,36
6,1,37
7,1,38
7,1,39
8,1,40
8,1,41
9,1,42
9,1,43
10,1,44
10,1,45
11,2,51
11,2,52
12,2,53
12,2,54
