1,1,31
1,1,32
2,1,33
2,1,36
3,1,34
3,1,35
4,1,37
4,1,38
5,1,39
5,1,40
6,1,41
6,1,42
7,1,43
7,1,44
8,1,45
8,1,46
9,1,47
9,1,48
10,1,49
10,1,50
11,1,51
11,1,52
12,1,53
12,1,54
