1,1,16
1,1,17
2,1,18
2,1,19
3,1,20
3,1,21
4,1,22
4,1,23
5,1,24
5,1,25
6,1,26
6,1,27
7,2,43
7,2,44
8,2,45
8,2,46
9,2,47
9,2,48
10,2,49
10,2,50
11,2,51
11,2,52
12,2,53
12,2,54
